chr	start	end	5637_value	SV_HUC_1_value	T24_value	UM_UC_3_value
chr1	145232834	145233040	0.062114458	0.091217074	0.554024308	0.354507257
chr1	145280761	145281100	0.014285714	0.027777778	0.011363636	0
chr1	145284240	145284512	0	0	0	0
chr1	145287326	145287743	0	0.025	0	0.039215686
chr1	145424963	145425970	0.002604692	0.027719369	0.025963261	0.010489018
chr1	145431144	145431506	0.706263807	0.509144594	0.860829248	0.724137902
chr1	145431845	145432188	0.433333494	0.309980251	0.76488428	0.757177852
chr1	145447303	145447803	0	0	0	0
chr1	145453911	145454666	0.791017509	0.419247553	0.799875762	0.793434099
chr1	145459786	145460059	0.916039999	0.347744295	0.824407264	0.827085354
chr1	145475568	145475895	0.8	0	0.745555556	0
chr1	145476088	145476326	0	0	0	0
chr1	145487174	145487566	0	0	0	0.4
chr1	145488246	145488459	0.863237181	0.808576014	0.886005382	0.848794292
chr1	145607838	145608571	0.009458529	0.010975965	0.015115008	0.016143712
chr1	145720881	145721118	0.105138965	0.457776934	0.093464419	0.507264844
chr1	145823593	145824433	0.041415171	0.011184561	0.014461749	0.004121494
chr1	145845532	145845932	0.018970279	0.047788684	0.034098854	0.020709109
chr1	145858692	145859938	0.014513049	0.021957292	0.012167168	0.006321342
chr1	145885750	145886256	0.087699953	0.015430917	0.028273473	0.010477252
chr1	145918451	145919050	0.005324598	0.007107602	0.014780407	0.01017959
chr1	145927161	145927504	0.007094522	0.012494785	0.006777709	0.010472703
chr1	145957606	145958063	0.025396825	0	0.013519814	0.027197802
chr1	145960385	145962107	0.139900815	0.632002084	0.2653506	0.885418
chr1	145964416	145964848	0.008035962	0.007477505	0.00785785	0.009188505
chr1	145996590	145996793	0.015393668	0.005349478	0.016065494	0.445378586
chr1	146019304	146019601	0.767612284	0.692837137	0.777800725	0.847997905
chr1	146049360	146049712	0	0	0	0
chr1	146052259	146052583	0.761904762	0	0.033333333	0
chr1	146228089	146229263	0.011063319	0.018428632	0.034338224	0.018965893
chr1	146297774	146298266	0.01806536	0.032500944	0.022527399	0.015285765
chr1	146366536	146366808	0	0	0	0
chr1	146369606	146370078	0	0	0	0.071428571
chr1	146376383	146376664	0.025	0.039260739	0	0
chr1	146387042	146387304	0	0	0	0
chr1	146393695	146393976	0.891738817	0.92760181	0.738215488	0.804761905
chr1	146409568	146409895	0.904696846	0.897796886	0.767869865	0.852142486
chr1	146472222	146472703	0.071539911	0.049153673	0.029514255	0.358196038
chr1	146486758	146487517	0.422320075	0.472415448	0.475418372	0.704158249
chr1	146932615	146932898	0.966666667	0	0	0
chr1	146938266	146939361	0	0.015122265	0.018419489	0.122233669
chr1	147050656	147050993	0.867850195	0.885637511	0.756248428	0.769903344
chr1	147072439	147072891	0.768342736	0.776660498	0.712348501	0.698262668
chr1	147078302	147078527	0.881493935	0.56692515	0.859073008	0.882027409
chr1	147078742	147079711	0.867992777	0.829526535	0.886006868	0.927835747
chr1	147079927	147080215	0.523154078	0.598614454	0.637243252	0.685986374
chr1	147080779	147081028	0.830051395	0.840499896	0.841571398	0.8069598
chr1	147084765	147085129	0.021615918	0.059325283	0.008430053	0.531124577
chr1	147171891	147172922	0.01231276	0.014343642	0.007806659	0.01351096
chr1	147178043	147178273	0.992953049	0.897500536	0.991666667	0.992388278
chr1	147242439	147243628	0.011489824	0.017032364	0.017434894	0.071424696
chr1	147599456	147600151	0	0.036842105	0	0
chr1	147669720	147670796	0.00884891	0.011509566	0.023512344	0.091475033
chr1	147908011	147908355	0.913156795	0.940855674	0.903795837	0.870328493
chr1	147928241	147928974	0.00850958	0.019238752	0.014095864	0.019017921
chr1	148014034	148014396	0.678921124	0.506503689	0.893578563	0.820322846
chr1	148014735	148015078	0.375645465	0.280766677	0.766109665	0.677618796
chr1	148032918	148033191	0.947001368	0.276246796	0.876643227	0.85649866
chr1	148048703	148049461	0.986666667	0	0.38031746	0
chr1	148060306	148060698	0.8860235	0	0	1
chr1	148061373	148061586	0.868334205	0.785142453	0.848048742	0.820111114
chr1	148146122	148146930	0	0	0	0
chr1	148148925	148149685	0	0.953703704	0	0
chr1	148151367	148152377	0.010714286	0.017473484	0.021153846	0.079491245
chr1	148157762	148158045	0	1	0	0
chr1	148159900	148160124	0.879639734	0.89365142	0.875194761	0.924941305
chr1	148160687	148160978	0.711503294	0.921645953	0.804233106	0.865647167
chr1	148245885	148246644	0.831934732	0.868421053	0.779594411	0.948261658
chr1	148263174	148263476	0.071794872	0.0768023	0.05591921	0.219834711
chr1	148264740	148265029	0.568610126	0.029258726	0.550219771	0.802074056
chr1	148280753	148281059	0.7375	0	0.821428571	0
chr1	148303110	148303477	0.816695576	0.045565872	0.812280084	0.367270924
chr1	148309958	148310365	0.832994501	0.710262936	0.77706582	0.903873575
chr1	148317536	148317864	0.903025794	0.817651525	0.765728441	0.967903828
chr1	148334776	148335046	0.166630871	0.01463721	0.018741553	0.010443887
chr1	148354039	148354260	0.86320046	0.750005621	0.819709294	0.84738631
chr1	148379176	148379496	0.957758581	0.916598216	0.910177713	0.788306728
chr1	148402395	148402693	0.011904762	0.028205128	0	0
chr1	148458796	148460187	0	0	0	0
chr1	148522243	148522448	0	0	0	0
chr1	148525719	148525921	0	0	0	0
chr1	148528763	148529234	0	0	0	0
chr1	148678842	148680005	0.007518797	0.017857143	0.014030612	0.004784689
chr1	148748557	148749049	0.027943978	0.037464055	0.020837135	0.01650278
chr1	148808521	148808883	0	0	0	0
chr1	148844203	148844643	0.019615801	0	0	0
chr1	148952011	148953149	0.007146591	0.019328045	0.022693649	0.0346956
chr1	149102912	149103904	0.004636769	0.014335602	0.029961655	0.003527632
chr1	149162943	149163278	1	0.636724387	0.858248299	0.813333333
chr1	149175501	149177055	0	0	0	0
chr1	149285604	149286043	0.041176471	0.067779226	0.032512197	0.211998089
chr1	149321353	149321715	0	0	0	0
chr1	149390844	149391541	0	0	0	0
chr1	149558515	149559362	0.666666667	0	0.13003663	0.981481481
chr1	149561770	149561975	0	0	0	0
chr1	149606799	149608359	0	0	0	0
chr1	149636431	149636752	0	0	0	0
chr1	149646652	149647241	0.923919753	0.566613757	0.858441558	0.442239859
chr1	149700786	149701747	0.727363686	0.491054446	0.759104363	0.772110167
chr1	149746992	149747368	0.870034203	0.894442319	0.889290588	0.821554604
chr1	149747764	149748090	0.742654751	0.420656754	0.780804341	0.754611164
chr1	149792572	149793433	0	0	0	0
chr1	149811969	149812469	0.005555556	0	0	0.581818182
chr1	149813037	149813657	0.02955665	0.096992792	0.018571912	0.109243697
chr1	149832130	149833217	0	0	0	0
chr1	149840182	149843477	0.0125	0	0	0
chr1	149850334	149853629	0.025641026	0	0	0
chr1	149860598	149861685	0	0	0	0
chr1	149886219	149887920	0.010620766	0.007929683	0.01301536	0.005813071
chr1	149899526	149900393	0.424372185	0.374966437	0.646870163	0.850751559
chr1	149927733	149928001	0.009906841	0.021249517	0.013507546	0.016412233
chr1	150010204	150010911	0.031747786	0.007069975	0.015466131	0.019316562
chr1	150067267	150067758	0.010048361	0.013250409	0.007810939	0.014864867
chr1	150149505	150150888	0.019218548	0.149842962	0.021578182	0.185692854
chr1	150234623	150235494	0.025182562	0.008194985	0.012679872	0.011810768
chr1	150268647	150269254	0.006756744	0.013669329	0.017996794	0.015853525
chr1	150281954	150282226	0.698750289	0.043541766	0.809553313	0.56515961
chr1	150294056	150294269	0.014515027	0.004241782	0.744349269	0.008500744
chr1	150321386	150321691	0.008547512	0.01011719	0.012776265	0.012278442
chr1	150364355	150364580	0.007596226	0.005998932	0.017176237	0.013479494
chr1	150515560	150515940	0	0.015040707	0.01275783	0.031017022
chr1	150548873	150549892	0.28845531	0.012806942	0.20648343	0.342249036
chr1	150557179	150557428	0.881096783	0.935173993	0.862696391	0.909025403
chr1	150561599	150561825	0.00718534	0.019293924	0.022875636	0.014853017
chr1	150578852	150579877	0.006649068	0.022046439	0.018157956	0.010498891
chr1	150629234	150629725	0.005462564	0.007355129	0.004982657	0.003452381
chr1	150926143	150926363	0.007081063	0.015605659	0.028483476	0.00577957
chr1	150974020	150975474	0.549509306	0.473123864	0.54132459	0.49252339
chr1	151008259	151008616	0.005316748	0.011316368	0.007240149	0.009172556
chr1	151047735	151048151	0.004147465	0.014142813	0.014347319	0.091649525
chr1	151059291	151059876	0.008365294	0.006274308	0.019936704	0.009257435
chr1	151070394	151071095	0.008843041	0.009504291	0.008199106	0.007859317
chr1	151131209	151133624	0.71527233	0.826661668	0.891501012	0.914565231
chr1	151145573	151146897	0.553012176	0.372856795	0.35446116	0.499133881
chr1	151198371	151199056	0.012922452	0.013626972	0.010725334	0.006004931
chr1	151281182	151283293	0.056400536	0.018340718	0.023471741	0.108420704
chr1	151328046	151328248	0.045473968	0.021007328	0.249183446	0.016328276
chr1	151346850	151347069	0.071014493	0	0.026709402	0
chr1	151399381	151400106	0.015182382	0.024405243	0.018991236	0.023631815
chr1	151458750	151459556	0.009215686	0	0.018290816	0.010818713
chr1	151473395	151473666	0.351215451	0.416666667	0.330769231	0.901449419
chr1	151511097	151511642	0.025	0	0	0
chr1	151540185	151540723	0.014774069	0.022306131	0.01337611	0.011666095
chr1	151611898	151612729	0.001156054	0.028525132	0.007406136	0.016594517
chr1	151721515	151721806	0.345218238	0.210676501	0.05641862	0.438887093
chr1	151762969	151763617	0.016006151	0.013394454	0.015904558	0.031956403
chr1	151790128	151791531	0.019730637	0.016165688	0.015351335	0.083213402
chr1	151837984	151839208	0.897224993	0.883573636	0.800679141	0.910536221
chr1	151839777	151840049	0.520829367	0.865559604	0.950811953	0.897181428
chr1	151909287	151909931	0.013142186	0.040618725	0.018692298	0.465696935
chr1	151993181	151994417	0.009438075	0.014513159	0.019329186	0.123628416
chr1	152036362	152036636	0.007272727	0.007316164	0.019805195	0.017651342
chr1	152107521	152112739	0.654516421	0.065934012	0.651304543	0.407694161
chr1	152188845	152189452	0.324164581	0.705568244	0.757984018	0.631866215
chr1	152214974	152215187	0	0	0	0
chr1	152216384	152216597	0	0	0	0
chr1	152515581	152515794	0.9625	0.640769324	0.481521665	0.58471566
chr1	153260996	153261837	0.435897436	0.006944444	0.130976431	0.285909174
chr1	153535948	153536364	0.018653865	0.349269503	0.013295736	0.657117709
chr1	153633701	153634498	0.082705636	0.072116703	0.008426998	0.097455307
chr1	153658589	153658893	0.004615494	0.012876388	0.015547367	0.011038507
chr1	153670842	153671053	0.013216205	0.011551407	0.013262919	0.008989198
chr1	153678354	153679899	0.143992029	0.178804506	0.181231086	0.431729248
chr1	153689727	153689963	0.917763158	0.929272853	0.967967099	0.929706068
chr1	153727740	153728025	0.019794585	0.016425121	0.014780741	0.022115385
chr1	153775179	153776222	0.021870287	0.045390071	0.100600238	0.983031372
chr1	153783481	153783859	0.041666667	0.011633428	0.010016026	0
chr1	153922361	153922810	0	0.017857143	0	0
chr1	153922993	153923445	0.004139266	0.014490202	0.015900026	0.008323966
chr1	153941867	153942102	0.955516978	0.978081568	0.966820441	0.983626487
chr1	153945896	153946858	0.014204545	0.017189454	0.02038581	0.006666667
chr1	153958070	153958654	0.006914096	0.01104007	0.02216356	0.011800355
chr1	153963305	153963652	0	0	0.026010539	0.014473684
chr1	153967167	153967504	0.01109649	0.013085819	0.016326611	0.020760303
chr1	153977236	153978049	0.007131936	0.012261305	0.016953568	0.04581429
chr1	153990751	153991034	0.014711982	0.009284144	0.013642712	0.028182634
chr1	154182792	154183450	0.006783016	0.010334125	0.020526013	0.008437054
chr1	154220367	154221312	0.011781136	0.008585479	0.013150794	0.007223693
chr1	154272234	154272813	0.008489013	0.011989565	0.009815166	0.006189381
chr1	154325562	154326068	0	0.097727273	0	0
chr1	154328499	154329052	0.514670555	0.705709893	0.134194029	0.958995823
chr1	154405194	154405969	0.020387808	0.013927559	0.015440164	0.023026311
chr1	154501631	154503223	0.751829521	0.37718099	0.717442435	0.875421218
chr1	154558205	154559089	0.027789988	0.022096951	0.009415407	0.010387205
chr1	154567757	154568097	0.144229005	0.138986	0.121868809	0.456306423
chr1	154571342	154572237	0.884065493	0.844549492	0.852000149	0.933559858
chr1	154607904	154608321	0.002857143	0.023819163	0.008232527	0.004452411
chr1	154627287	154628029	0.007371903	0.017630489	0.007707367	0.084434959
chr1	154760346	154760960	0.620484576	0.122239558	0.510922772	0.55522663
chr1	154772110	154772388	0.782334533	0.889906576	0.741462111	0.819691653
chr1	154936486	154937455	0.012658413	0.011802127	0.016884783	0.009283229
chr1	154961452	154962259	0.005625	0.02912037	0.00987013	0.007655502
chr1	154973761	154974022	0.007749508	0.015842021	0.004854964	0.010784033
chr1	154974266	154975010	0.010066591	0.013842056	0.010320728	0.014435788
chr1	154999394	154999928	0.685554437	0.753172485	0.184034061	0.736146828
chr1	155000774	155001882	0.024193175	0.019675829	0.011922384	0.008182513
chr1	155003371	155004060	0.014453465	0.02154361	0.010785596	0.011431991
chr1	155050512	155051856	0.010955736	0.020449747	0.013819327	0.013474442
chr1	155062449	155064102	0.565459508	0.569386148	0.541743854	0.540081531
chr1	155070936	155071446	0.046651493	0.843854456	0.052847213	0.963110722
chr1	155078679	155082545	0.058513306	0.506107446	0.112794079	0.457611618
chr1	155084711	155085580	0.009969546	0.008057199	0.013732425	0.007174495
chr1	155125958	155127975	0.22059229	0.126311284	0.06974706	0.620871837
chr1	155135531	155136135	0.003616458	0.01763651	0.006284309	0.07505503
chr1	155140500	155140703	0.017775425	0.012074031	0.019406557	0.008193784
chr1	155172866	155173462	0.019710397	0.006421265	0.00990479	0.023116617
chr1	155193643	155194027	0.007802795	0	0.012380102	0.158823529
chr1	155194408	155195369	0.019155846	0.091252621	0.014764512	0.611701394
chr1	155208756	155209168	0	0	0.020833333	0
chr1	155227119	155227743	0.006541671	0.016455975	0.021721415	0.015071894
chr1	155250291	155250758	0.851499118	0.847883964	0.692356798	0.840675669
chr1	155254833	155255864	0.084438862	0.238462446	0.023367249	0.024802167
chr1	155262021	155262521	0.00912125	0.014888111	0.01451087	0.007090743
chr1	155269487	155269703	0.962815755	0.961105593	0.940618107	0.972693941
chr1	155273070	155273645	0.03125	0.002673797	0.014497973	0.019047619
chr1	155277200	155277957	0.002898551	0.003205128	0.017492019	0.008641975
chr1	155294527	155295745	0.829218625	0.679145027	0.835319611	0.810209429
chr1	155308616	155308952	0.011325466	0.012954474	0.015119646	0.012913063
chr1	155320815	155321210	0.902539449	0.94392884	0.975599687	0.954724967
chr1	155322678	155325642	0.015713833	0.04998383	0.023389626	0.21885687
chr1	155562495	155563489	0.037686054	0.007586002	0.006323599	0.020377459
chr1	155609941	155610537	0.010715078	0.015646864	0.010934744	0.014012309
chr1	155688041	155689334	0.012938902	0.00969213	0.009833978	0.010065316
chr1	155745506	155746117	0.009408931	0.013055236	0.01609477	0.015997829
chr1	155859318	155859640	0.031090807	0.021754247	0.012528595	0.052380238
chr1	155860404	155860698	0.696106669	0.645062777	0.617785706	0.841924513
chr1	155934281	155934516	0.009168461	0.010619395	0.01650347	0.014584259
chr1	155950860	155951107	0.979166667	0.968259885	0.975347222	0.978996402
chr1	155977887	155978699	0.020251501	0.009571728	0.009918273	0.013959796
chr1	156020598	156020989	0.003247479	0.011043996	0.012857335	0.015890787
chr1	156053171	156054188	0.00733097	0.125636364	0.017460317	0.039153439
chr1	156054531	156054849	0.012839187	0.010063218	0.017096544	0.007055313
chr1	156076552	156077593	0.952136274	0.966564101	0.954393497	0.967498841
chr1	156081448	156081933	0.029417293	0.18387042	0.037845488	0.094771985
chr1	156082281	156082799	0.019565553	0.033865301	0.038551058	0.023208854
chr1	156106460	156106680	0.644761905	0.232561486	0.06462585	0.946666667
chr1	156114695	156115347	0.007635895	0.008112445	0.007149544	0.006392153
chr1	156135916	156136380	0.920069298	0.972906491	0.968037784	0.997916667
chr1	156193881	156194261	0.013975297	0.012049983	0.008803201	0.0123036
chr1	156212793	156213306	0.011199883	0.015606078	0.015072476	0.008943902
chr1	156216446	156216856	0.942156863	0.935064935	0.977380952	0.948611111
chr1	156245577	156246108	0.123076923	0.775198413	0.535281385	0.875555556
chr1	156282448	156282924	0.011650815	0.018172009	0.013552285	0.015170448
chr1	156291408	156291634	0.961123643	0.878163635	0.961560579	0.968094069
chr1	156338382	156338651	0.011319664	0.011921109	0.020051718	0.013440749
chr1	156368967	156369460	0.132550112	0.149823511	0.1637503	0.726314969
chr1	156388258	156388771	0.432878135	0.770881954	0.841764477	0.931273837
chr1	156420611	156421927	0.682825324	0.220666071	0.625432404	0.689334853
chr1	156435368	156436558	0.614226251	0.32034841	0.791621254	0.715626474
chr1	156436713	156436973	0.542377095	0.790904944	0.676819546	0.758718364
chr1	156456757	156457570	0.009997354	0.01431567	0.012048244	0.012519418
chr1	156505150	156505528	0.017198057	0.012716324	0.019130272	0.012074389
chr1	156572307	156572710	0.008701207	0.021262572	0.013610019	0.020169736
chr1	156591884	156592088	0.01468254	0.004	0.008712121	0.002178649
chr1	156623865	156625674	0.415267026	0.15347661	0.448785545	0.527085396
chr1	156641847	156642655	0.877182809	0.780733258	0.942856101	0.896310552
chr1	156646761	156647154	0.98010446	0.936139736	0.971917443	0.955381915
chr1	156657550	156657784	0.036530344	0.019370297	0.01126439	0.00608791
chr1	156676500	156677468	0.579689498	0.786209131	0.813838683	0.913969556
