	cpgname	genename	pvalue	pvalue.fdr	pvalue.bonferroni	effect
15892	cg26900154	OTOF	2.48400073295668E-022	2.69912232753331E-021	6.20528223099908E-018	1.3761127511
11067	cg07374637	KRTAP19-5	2.50299806556298E-022	2.71858237720995E-021	6.25273946758288E-018	0.899990018
11220	cg08899626	LDB2	2.52084663728622E-022	2.73677835054529E-021	6.29732698460471E-018	2.2976005961
22773	cg22502502	TRIM38	2.57759411914852E-022	2.79717109862942E-021	6.43908786904493E-018	0.5829104444
3763	cg26043257	CD38	2.57934186333355E-022	2.79785232687518E-021	6.44345390879353E-018	1.860687204
17111	cg26804057	POP1	2.58233291374677E-022	2.79988101207934E-021	6.45092585183081E-018	0.8827203591
539	cg25162301	AHSG	2.5863974173725E-022	2.80307131815108E-021	6.46107938833824E-018	0.9195541807
3341	cg26799474	CASP8	2.61361474726695E-022	2.83134041636928E-021	6.52907100014756E-018	0.7851398966
11021	cg23767977	KRT71	2.72456639846483E-022	2.95025544863675E-021	6.80623932000498E-018	0.9219509885
22064	cg21578541	TLR9	2.75386998843603E-022	2.98069437526519E-021	6.87944261811205E-018	0.9127300531
4107	cg21993406	CENPH	2.75613873960486E-022	2.98185802746076E-021	6.8851101854069E-018	1.6023727823
3914	cg08977371	CDH13	2.8537084033328E-022	3.0860818018899E-021	7.12884896236567E-018	2.3015980406
7177	cg16516400	FAM89A	2.86661293345541E-022	3.09869570275421E-021	7.16108576906497E-018	1.9764656092
7502	cg19408398	FIP1L1	3.01633089131033E-022	3.25912465379859E-021	7.53509619958233E-018	1.5700818923
404	cg07376535	ADCYAP1	3.02487790315639E-022	3.26694660176177E-021	7.55644748987498E-018	2.889495764
19384	cg26219051	SCUBE1	3.18510252830008E-022	3.43850675278584E-021	7.95670462594643E-018	2.0033291323
10530	cg23615676	KCNN2	3.30300460484344E-022	3.56424872715309E-021	8.2512358033594E-018	8.0232907428
24936	cg18466173		3.36210661713113E-022	3.62645878249364E-021	8.39887854025527E-018	0.8550190425
23092	cg17469356	TUSC2	3.42267976958018E-022	3.690201265597E-021	8.55019633238826E-018	1.2214748295
637	cg03365437	ALDH1A2	3.48079666558336E-022	3.75124165241319E-021	8.69537815029378E-018	2.7689968068
12599	cg14400118	MMP2	3.51292666590329E-022	3.78423549120009E-021	8.77564210409301E-018	2.6956079386
16552	cg17915429	PGLYRP2	3.75285945580316E-022	4.04095612350943E-021	9.37501820654189E-018	0.892306237
4736	cg09949775	COMP	3.77708710542477E-022	4.06529138218941E-021	9.43554129806162E-018	1.8027796719
196	cg26780333	ACOT4	3.98563010430274E-022	4.28789946751019E-021	9.95650256355867E-018	3.6853638913
11646	cg10618882	LRRC25	4.07260100228043E-022	4.37958009633954E-021	1.01737645637968E-017	0.8988782234
15578	cg12499211	NTRK1;SH2D2A	4.09207641758353E-022	4.39862999086292E-021	1.02224160987654E-017	0.804035811
15815	cg25890048	OR5I1	4.17379520908226E-022	4.48454099432619E-021	1.04265578118084E-017	0.8997197442
388	cg13523557	ADCY1	4.33454217416585E-022	4.65525357062929E-021	1.08281198052837E-017	2.0878422224
11941	cg08880153	MAP1A	4.37134700139904E-022	4.69276404993337E-021	1.09200619441949E-017	0.9235983722
19592	cg03468463	SERPINB12	4.37916362163199E-022	4.69913601511979E-021	1.09395886431989E-017	0.8788739706
23492	cg08742106	USP6	4.52569659451269E-022	4.85429053789272E-021	1.13056426627522E-017	0.9582119625
2959	cg01353448	C7orf16	4.553229210646E-022	4.88172613352565E-021	1.13744218911148E-017	1.3420411258
7390	cg18661868	FES	4.63786938727265E-022	4.97033956085192E-021	1.15858615163458E-017	1.2550526038
17766	cg11438428	PTF1A	4.67652821768468E-022	5.00962055771788E-021	1.16824351405981E-017	2.7738678723
14829	cg22747092	NACC2	4.71796855733127E-022	5.05184622934816E-021	1.17859572530692E-017	2.3035939676
9327	cg18888403	HMGCL	4.77123789342016E-022	5.10669639312464E-021	1.19190293815529E-017	1.0780281252
9647	cg07102705	HTR4	4.8392675152464E-022	5.17729086930923E-021	1.2088974179837E-017	3.644025732
341	cg02503850	ADAMTS14	5.00400702556103E-022	5.35124569801114E-021	1.2500509950554E-017	3.8555159901
11571	cg15052335	LPIN2	5.03843589461092E-022	5.3857581122497E-021	1.25865167083275E-017	1.1676180247
1147	cg04563996	ARHGEF3;SPATA12	5.15828615210552E-022	5.51151182060513E-021	1.28859146365748E-017	0.8463569581
12442	cg13560436	MIER3	5.18875177954695E-022	5.54169338199497E-021	1.29620208204862E-017	1.809601742
19615	cg00514407	SERPINE2	5.35010159988311E-022	5.71157641310598E-021	1.3365088806668E-017	1.829344971
18461	cg02674804	REEP6	5.48889290004349E-022	5.85724192806435E-021	1.37118033535986E-017	1.0750254812
3270	cg04881903	CAPG	5.51664590902586E-022	5.88434378537041E-021	1.37811331453375E-017	0.835565115
11030	cg11465372	KRT76	5.54523548662864E-022	5.9123144554618E-021	1.3852552769147E-017	0.9167032613
22965	cg16581199	TSSK1B;MCC	5.73983514473528E-022	6.11718522826928E-021	1.43386821750632E-017	0.9332391744
10412	cg15183083	KCNA4	5.98118397616147E-022	6.37168259737696E-021	1.4941595690849E-017	1.8157451086
7949	cg14920334	GALNT8	6.07913011022601E-022	6.47326297031355E-021	1.51862749283556E-017	0.735414755
21559	cg19797376	TAL1	6.09825737850012E-022	6.49086355229278E-021	1.52340567572312E-017	1.7484121525
4461	cg11905488	CLEC12A	6.15437435868526E-022	6.54780348612933E-021	1.53742425854317E-017	0.855365676
8891	cg18219226	GUSB	6.17549970393669E-022	6.56748225219423E-021	1.54270158104043E-017	1.4628784076
15764	cg03923934	OPCML	6.24395988592297E-022	6.63746220894645E-021	1.55980361910242E-017	2.9203762968
16839	cg24402880	PLAC8	6.31742501798974E-022	6.71270073902177E-021	1.57815594374402E-017	0.8818055655
9930	cg04481779	IL20RA	6.36143366478874E-022	6.75658904677243E-021	1.58914974380087E-017	1.6309497489
6374	cg13084525	EHF	6.46630482821975E-022	6.86505571244188E-021	1.61534760913757E-017	0.6579754866
6605	cg15540820	EOMES	6.5140388454454E-022	6.912795428975E-021	1.62727204398072E-017	2.6382605429
5230	cg22010317	CXorf36	6.5970895908734E-022	6.99795732779654E-021	1.64801895069609E-017	0.7202107684
6857	cg21296676	EYA4	6.77514637532252E-022	7.18378317495466E-021	1.69249931601932E-017	1.478314754
1981	cg08044694	BRD4	6.78845554071908E-022	7.1948412330379E-021	1.69582407862703E-017	2.0334279231
5332	cg05358291	CYP4F2	6.80839898517807E-022	7.21291836508623E-021	1.70080615048733E-017	0.8504531513
24616	cg16731240	ZNF577	6.84070774125639E-022	7.24407461145934E-021	1.70887720084326E-017	3.8572121472
23177	cg13578652	UBASH3A	6.89143602445814E-022	7.29470183588936E-021	1.72154963326989E-017	0.7991861194
3975	cg07471052	CDK3;C17orf106	6.90516663639202E-022	7.30614009926765E-021	1.72497967743709E-017	1.0767201702
14882	cg19136075	NBL1	6.98910575549845E-022	7.39182264513577E-021	1.74594850878107E-017	0.8583385417
6111	cg10201668	DUOX1;DUOXA1	7.03187689675635E-022	7.43391099271563E-021	1.7566331675787E-017	1.3724653914
20909	cg04786857	SPDYA	7.08698695666704E-022	7.48900258733076E-021	1.77040021164499E-017	3.2048654744
3861	cg24860534	CDC42BPA	7.39035576487911E-022	7.80627811257696E-021	1.84618477362445E-017	1.9042896845
4394	cg20444256	CKM	7.39580970014196E-022	7.80873719861566E-021	1.84754722119246E-017	0.7950000151
8079	cg00509616	GCOM1	7.40611901385517E-022	7.81631850803194E-021	1.85012259085116E-017	2.3566880974
6879	cg20199333	F2	7.49210412848598E-022	7.90372691020728E-021	1.87160253233708E-017	0.8635449405
11076	cg10889792	KRTAP5-9	7.8225701193401E-022	8.24886551925855E-021	1.95415624151235E-017	0.9414510395
15972	cg05671350	P4HA3	7.8336777662217E-022	8.25709300750989E-021	1.95693104277984E-017	1.7244693321
9359	cg24512303	HNF4G	7.87698039876481E-022	8.29923438808704E-021	1.96774847341544E-017	0.7361842349
17353	cg05208878	PRAME;LOC648691	7.90051761423405E-022	8.32052405232634E-021	1.97362830521181E-017	0.8162838019
1709	cg08319238	BCAM	8.08171698041113E-022	8.50776956964393E-021	2.0188937188765E-017	1.5390828788
20412	cg05976074	SLC7A10	8.16963226826976E-022	8.59669686999355E-021	2.04085583693647E-017	1.4618455051
6498	cg19514469	ELMO3	8.29428448500365E-022	8.72419034610005E-021	2.07199520719876E-017	1.2429239302
20951	cg26751195	SPN	8.35398475133257E-022	8.78328674549827E-021	2.08690893073039E-017	0.9568562471
7319	cg03112869	FBXW12	8.52562131476172E-022	8.95997248902241E-021	2.12978546064063E-017	0.9666979846
24577	cg01510051	ZNF542	8.56565512504016E-022	8.99826033131322E-021	2.13978630678628E-017	1.2022331129
11198	cg17078393	LCK	8.59657348661899E-022	9.02694418954304E-021	2.14751002269229E-017	0.9008338186
8967	cg01580681	HAND2	8.66976745630971E-022	9.09997734563331E-021	2.16579460826073E-017	2.3624283206
7724	cg23771929	FREQ	8.84810110078045E-022	9.28325970594693E-021	2.21034413598596E-017	1.7447359122
12550	cg03634234	MLL3	8.91040411710989E-022	9.34470215153326E-021	2.22590805249522E-017	3.0617203122
12324	cg15702701	METTL7B	8.92627633842642E-022	9.35741960596854E-021	2.2298730921023E-017	0.7171106278
16317	cg11935147	PDE4DIP	9.30853444712271E-022	9.75404777783442E-021	2.32536499023573E-017	1.6138333104
17570	cg10878307	PRR15L	9.36383911497997E-022	9.8078853220677E-021	2.33918064931315E-017	1.2606118929
20165	cg09492887	SLC26A5	9.45872614874991E-022	9.90311977878967E-021	2.36288437921921E-017	2.0466910695
6142	cg01148741	DUSP2	9.57196534941888E-022	1.00174807873411E-020	2.39117266393833E-017	0.7416590008
2514	cg08047907	C1orf114	9.97785062202503E-022	1.04378846896485E-020	2.49256686388807E-017	6.0390762262
8576	cg11630392	GPR171;MED12L	1.00902320840697E-021	1.05510292043594E-020	2.52064087692146E-017	0.9283193887
10778	cg21480743	KILLIN	1.01698049827875E-021	1.06297865387036E-020	2.54051898275016E-017	1.6422066021
4921	cg04922810	CRHR2	1.03455847269092E-021	1.08089942309878E-020	2.58443052062918E-017	2.5136662995
10884	cg20425130	KLHL6	1.04794711731601E-021	1.09443005592271E-020	2.61787669376713E-017	0.8795918059
4681	cg25300386	COL1A2	1.10037939628552E-021	1.14870780186412E-020	2.74885776986085E-017	2.0414379551
1797	cg24010952	BDKRB2	1.11244868007215E-021	1.16082207505774E-020	2.77900804768823E-017	1.7864105078
3699	cg07443748	CCT8L2	1.13441957677855E-021	1.18325408966618E-020	2.83389354475049E-017	0.8441692231
7031	cg13449778	FAM163A	1.1748937312229E-021	1.22495911100497E-020	2.93500202996792E-017	7.4040570279
4295	cg05649009	CHRNA1	1.20215324451632E-021	1.25285733004848E-020	3.00309902012622E-017	0.8289780866
3683	cg26647600	CCR8	1.20953154107681E-021	1.26002116045203E-020	3.02153074276397E-017	0.9214405501
17952	cg16739580	PYDC2	1.23150181422829E-021	1.28237377329041E-020	3.0764146821237E-017	0.8778667346
2644	cg20150565	C20orf199;ZNFX1	1.2469634334404E-021	1.29793306378227E-020	3.11503935307746E-017	0.7364159233
11050	cg02784874	KRT9	1.28298274784648E-021	1.33486847246784E-020	3.20501920239529E-017	0.8739944709
22750	cg12461141	TRIM22	1.32746011685233E-021	1.38056957448326E-020	3.31612811790879E-017	0.8016506994
20486	cg17971003	SLN	1.33868618198844E-021	1.39166539792981E-020	3.34417195122533E-017	0.6653616982
2321	cg20543571	C15orf43	1.34539530055946E-021	1.39805823640914E-020	3.36093200032758E-017	0.9611974821
4010	cg03143849	CDKN1C	1.39687123196451E-021	1.45094554036197E-020	3.48952402457053E-017	1.3643557132
8718	cg09542111	GRIK1	1.4253332951572E-021	1.47989405845062E-020	3.56062510463219E-017	6.3505350417
10267	cg10929387	ITIH4	1.48487665955974E-021	1.54107618747245E-020	3.70937038324619E-017	0.8948710104
17589	cg04201347	PRRG2	1.51209528311009E-021	1.56867326691748E-020	3.7773652267373E-017	0.8706583814
9797	cg01305421	IGF1	1.52432944396157E-021	1.58070875216289E-020	3.8079273839604E-017	0.6415729419
8906	cg06118312	GZMA	1.53605460696527E-021	1.59220664467218E-020	3.83721801365994E-017	0.7157594394
11354	cg16530429	LIN28	1.57818333014897E-021	1.6346450828882E-020	3.94245977704514E-017	2.4267751311
20020	cg05948654	SLC17A2	1.57830508783729E-021	1.6346450828882E-020	3.94276393992633E-017	0.8561681922
16312	cg26832142	PDE4B	1.62620574760208E-021	1.68355763700155E-020	4.06242457808475E-017	2.1776687927
5032	cg13230197	CSPG4	1.74395092923417E-021	1.80470746326424E-020	4.35656381631987E-017	1.5861816869
20280	cg17791936	SLC37A4	1.79855190979641E-021	1.86043996930121E-020	4.49296252586241E-017	0.8958422491
6873	cg24529858	F11	1.86093561835596E-021	1.92417353816847E-020	4.64880326821503E-017	1.3665247451
9635	cg11990309	HTR1E	1.90684859630595E-021	1.97083097990563E-020	4.7634984784319E-017	1.7620048894
10421	cg19814116	KCNAB2	1.91644757229686E-021	1.97993287028734E-020	4.78747768035479E-017	0.6844803078
15353	cg01684579	NOP16	1.92704191295964E-021	1.99005514789767E-020	4.81394340276447E-017	0.6959055704
17339	cg12585943	PPT2	1.99577510251429E-021	2.06018420809544E-020	4.98564578359096E-017	1.7108341327
8591	cg04655481	GPR21;RABGAP1	2.11567632880879E-021	2.18305288599638E-020	5.28517103699723E-017	0.8908756771
4711	cg18931815	COL8A2	2.12595651882162E-021	2.19275473974744E-020	5.3108519796683E-017	0.7971121026
8752	cg06015218	GRM1	2.20631866585152E-021	2.27470270704238E-020	5.51160465916368E-017	3.2048384542
19123	cg02332537	RTP3	2.23092631152488E-021	2.29912418268165E-020	5.57307701882031E-017	0.937296227
9280	cg11762346	HKDC1	2.23539873579699E-021	2.30278333273999E-020	5.58424958189447E-017	1.3555057031
21403	cg03599338	SUSD2	2.31289620298406E-021	2.38127665072696E-020	5.77784600467449E-017	1.1954166711
858	cg04446579	ANKRD45	2.3135016337674E-021	2.38127665072696E-020	5.77935843131434E-017	2.4701558148
19466	cg02787991	SECTM1	2.3195586525318E-021	2.3865277882577E-020	5.79448946988969E-017	3.0157561589
7418	cg15543551	FGF12	2.35988950808166E-021	2.4270234582704E-020	5.8952399801388E-017	3.1494406439
11574	cg08918749	LPL	2.3781687489337E-021	2.44481619411986E-020	5.94090335171127E-017	3.8309820286
5108	cg25302419	CTNND2	2.39798118012403E-021	2.46416980093288E-020	5.99039678606784E-017	6.1214595989
330	cg14089692	ADAM33	2.40556493374457E-021	2.47094644777438E-020	6.0093417609873E-017	3.3139216534
19196	cg16139316	S100A9	2.43483774649562E-021	2.49998691924402E-020	6.08246817452071E-017	0.9207214565
8763	cg09868882	GRM8	2.48259185842008E-021	2.54797153718948E-020	6.20176272151919E-017	0.9492785926
5130	cg06817264	CTSF	2.52238516475496E-021	2.58774964274102E-020	6.30117038007437E-017	1.7805890886
4833	cg19885761	CPLX2	2.52460865512269E-021	2.58896752108456E-020	6.30672488136199E-017	2.9847384439
6195	cg15491567	DYSF	2.52972733853886E-021	2.5931521807156E-020	6.31951186440393E-017	0.8167934928
19906	cg12431401	SIRT2;RINL	2.60047671842833E-021	2.66458198946096E-020	6.49625089030581E-017	0.8586687506
24045	cg24092253	YTHDF1	2.63528655014201E-021	2.69914281710117E-020	6.58320933090975E-017	1.4922979715
7137	cg04925864	FAM65A	2.75603365387667E-021	2.82165888145463E-020	6.8848476707493E-017	2.5780589445
11014	cg13181284	KRT6B	2.7737569473562E-021	2.83864081531771E-020	6.92912223019052E-017	0.9345359359
20418	cg20622056	SLC7A3	2.81311954674578E-021	2.87774526606292E-020	7.02745393972564E-017	2.0760072221
18277	cg19576304	RAX	2.84964513592799E-021	2.91391670653366E-020	7.11869851406172E-017	2.4439332462
2538	cg06007645	C1orf175	2.90676611169896E-021	2.97110982963796E-020	7.26139242363517E-017	0.9316326366
15451	cg16762386	NR0B2	2.9617238936176E-021	3.02604599535629E-020	7.39868245864613E-017	1.2289602772
6823	cg04802221	EXOC3L	2.97273980165408E-021	3.0360594024988E-020	7.42620129851206E-017	1.1393054805
4615	cg23276695	CNR1	3.00836278962526E-021	3.07118556794559E-020	7.51519108476286E-017	0.8920078863
20748	cg02275294	SOAT1	3.04684654181636E-021	3.10920234726775E-020	7.61132734611145E-017	1.7824219408
6821	cg23239828	EXOC3;C5orf55	3.08031241557261E-021	3.14206959793464E-020	7.69492844534194E-017	1.5709487415
7252	cg01197831	FBP2	3.20428965372363E-021	3.26719836080286E-020	8.00463598396701E-017	0.9357945413
10558	cg13081704	KCNQ1DN	3.25635710502097E-021	3.31893336762663E-020	8.13470568405287E-017	1.3204524028
22275	cg18172186	TMEM200A	3.32033315086002E-021	3.38275866401445E-020	8.29452424416343E-017	0.8145325442
11751	cg02885771	LTV1	3.53044757497716E-021	3.59535714922562E-020	8.81941108705045E-017	1.2189316317
23614	cg08341874	VMO1	3.54680930851428E-021	3.61054781320274E-020	8.86028433359951E-017	1.4497252527
2434	cg04245402	C19orf21	3.59125564508466E-021	3.65430375844643E-020	8.971315726986E-017	1.6706953109
8207	cg08947964	GJA10	3.79787857373678E-021	3.86298064537942E-020	9.48748046505185E-017	0.8729197863
10552	cg16778148	KCNQ1	3.82925594120078E-021	3.89331064986312E-020	9.56586426671368E-017	0.9834481487
12934	cg17386181	MT1B	3.88082706714433E-021	3.94413917674258E-020	9.69469409643325E-017	0.9308282633
7250	cg14156381	FBN3	3.92030284179893E-021	3.98263868609105E-020	9.7933085290979E-017	0.8397710824
3995	cg16077929	CDKL1	3.93318981043455E-021	3.99410628676689E-020	9.82550146544654E-017	1.4307929271
19990	cg22040627	SLC13A5	3.96598964969668E-021	4.02577762856858E-020	9.90743874390727E-017	5.701952388
5175	cg13678049	CUL9	3.98024787419465E-021	4.03860975407216E-020	9.94305721452566E-017	1.3531635818
22810	cg25404088	TRIOBP	4.14112515713363E-021	4.20013997362384E-020	1.03449447550355E-016	0.6842084014
22723	cg01564343	TREML1	4.36355596742092E-021	4.42394446518434E-020	1.09005991622142E-016	0.8757989401
18556	cg07654896	RGN	4.4609067885383E-021	4.52080780870082E-020	1.11437912484475E-016	1.7054731467
5331	cg13656062	CYP4F2	4.64471510269608E-021	4.705175506101E-020	1.16029627980451E-016	0.8515392059
7957	cg10486998	GALR1	4.74790372349547E-021	4.80775771855048E-020	1.1860738291664E-016	5.3435376385
11381	cg20366832	LLGL2	4.77329091464032E-021	4.831506496703E-020	1.1924158033863E-016	1.3655004893
21790	cg13342558	TECTB	4.8321276627007E-021	4.88907983563897E-020	1.20711381141926E-016	0.7649077054
1148	cg11469778	ARHGEF4	4.89496290711526E-021	4.95065054180755E-020	1.22281068382646E-016	0.8538223975
18401	cg17142149	RCAN2	4.90790704631078E-021	4.96173314139578E-020	1.2260442592389E-016	0.8507919587
2891	cg10787197	C6orf105	4.99060509909587E-021	5.04329716749652E-020	1.24670305980514E-016	0.8074340385
551	cg02100629	AIFM2	5.04547601566891E-021	5.09668565901436E-020	1.26041036347425E-016	1.9188761289
390	cg08205865	ADCY10	5.10857706726511E-021	5.15834129819522E-020	1.2761736371735E-016	0.7747081419
19775	cg00626119	SH2D2A;NTRK1	5.44054665660805E-021	5.49132509206973E-020	1.35910296028726E-016	0.8755485403
16938	cg11846968	PLUNC	5.52455803371702E-021	5.5738685072813E-020	1.38008984240285E-016	0.8504544021
12300	cg01294695	MESP1	5.77179208154936E-021	5.82095833626098E-020	1.44185137989184E-016	0.5424349923
125	cg07897701	ABP1	5.87304983831074E-021	5.92068837816144E-020	1.46714658010841E-016	0.7906023515
22374	cg23671708	TMEM88	6.01987409858301E-021	6.0662555408109E-020	1.50382474856702E-016	1.1330721117
1222	cg20775959	ARNT2	6.08024539621056E-021	6.12462138075549E-020	1.51890610242736E-016	2.2521487513
21840	cg24879335	TF	6.33907665068545E-021	6.38276798914845E-020	1.58356473810773E-016	3.3721055415
15973	cg25599211	P4HA3	6.70069867819352E-021	6.74416412892636E-020	1.67390153679952E-016	1.1285035684
6748	cg13066963	ESPN	6.72255219389141E-021	6.76343440819981E-020	1.67936076355601E-016	0.6257261728
12129	cg19226099	MC3R	6.85339552161642E-021	6.8922976459541E-020	1.712046735255E-016	0.8724516865
17160	cg12819826	PPAN;PPAN-P2RY11	6.86910524038846E-021	6.90531662012652E-020	1.71597118010144E-016	0.894703075
5902	cg03022541	DNAJB8	6.91905092000038E-021	6.95272771651366E-020	1.7284481103253E-016	0.8869267826
10803	cg03883348	KLC3	7.41498758298169E-021	7.44808221996243E-020	1.85233804810466E-016	1.5793920286
23495	cg12914014	USP7	7.51623820213919E-021	7.54549481532283E-020	1.87763146527639E-016	0.752277448
10481	cg03993463	KCNJ15	7.518008324462E-021	7.54549481532283E-020	1.87807365953385E-016	1.0823761162
20868	cg19466563	SPARCL1	7.5340040051463E-021	7.55851221094617E-020	1.8820695405256E-016	1.2593827322
