	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg14194187	0.0318377129738106	0.470717858753523	4.34411572212239	7.07202472721122e-05	0.0199132639199909	0.476309578511442	0.454799002266618	0.486636715240428	0.0318377129738106	2	169936756	F	II	DHRS9	TSS1500	opensea	TSS1500-opensea		rs558766034;rs572611212	0;1
cg04605261	0.0401531552832138	0.272901503855832	4.34405642949621	7.07339930829849e-05	0.0199132639199909	0.47612071438064	0.252824926214225	0.292978081497439	0.0401531552832139	18	29437581	F	II	TRAPPC8	Body	opensea	Body-opensea		rs528875102;rs139801794;rs61736000;rs533014980;rs61735999;rs114935917;rs199724965	0;10;23;31;32;45;46
cg22526531	0.0328820874062797	0.370451892653176	4.34396350994243	7.07555398644396e-05	0.0199132639199909	0.475824741058508	0.354010848950036	0.386892936356316	0.0328820874062798	1	35913782	F	II	KIAA0319L	Body	opensea	Body-opensea		rs147017356;rs142007809;rs200635190	6;7;26
cg09003523	0.0236073678770403	0.899176983997191	4.34374813314727	7.08055074215394e-05	0.0199198069196096	0.475138719783716	0.887373300058671	0.910980667935711	0.0236073678770405	10	5452303	F	II		IGR	shelf	IGR-shelf	chr10:5454431-5454779	rs180770238;rs549418764	27;34
cg03607951	0.0323637432508389	0.366890684369614	4.34321158068044	7.09301375816156e-05	0.0199243009609584	0.473429750189592	0.350708812744195	0.383072555995034	0.032363743250839	1	79085586	F	II	IFI44L	TSS1500	opensea	TSS1500-opensea		rs531774892	21
cg12439011	0.0280007221523829	0.271881324173872	4.34306841001648	7.09634293250652e-05	0.0199243009609584	0.472973753983062	0.257880963097681	0.285881685250064	0.0280007221523829	20	4906961	F	II	SLC23A2	Body	opensea	Body-opensea		rs560867746;rs150470041	1;34
cg13242717	0.0310644000737997	0.28652393208466	4.34305538127668	7.09664596784451e-05	0.0199243009609584	0.472932257989681	0.27099173204776	0.30205613212156	0.0310644000737996	18	29667208	R	II		IGR	opensea	IGR-opensea		rs550045262;rs568156688;rs535454077	27;2;1
cg07037512	0.029383347722146	0.332266695183911	4.34303475707955	7.09712569164341e-05	0.0199243009609584	0.472866570893165	0.317575021322838	0.346958369044984	0.029383347722146	3	56890231	R	II	ARHGEF3	Body	opensea	Body-opensea		rs56364617;rs554770244;rs529637036	35;2;1
cg02258482	0.0502635561386914	0.735086984732934	4.34293800223878	7.09937665462162e-05	0.0199243009609584	0.472558413114351	0.709955206663588	0.760218762802279	0.0502635561386916	16	23434958	R	II	COG7	Body	opensea	Body-opensea		rs147298215	1
cg09031776	0.0315013517174915	0.403776548512023	4.34268966802017	7.10515723757218e-05	0.0199243009609584	0.471767498852303	0.388025872653277	0.419527224370769	0.0315013517174915	10	117735350	R	II		IGR	opensea	IGR-opensea		rs112214929	29
cg12782676	0.0385692305925344	0.85905687881705	4.34263874355017	7.10634319525206e-05	0.0199243009609584	0.471605313072123	0.839772263520783	0.878341494113318	0.0385692305925343	17	75818822	F	II		IGR	opensea	IGR-opensea		rs527840764	0
cg01396079	0.0250826415643329	0.166349650436636	4.34263320007071	7.10647230656324e-05	0.0199243009609584	0.47158765808288	0.15380832965447	0.178890971218803	0.0250826415643329	1	42601304	F	II		IGR	opensea	IGR-opensea		rs138510474	0
cg00290637	0.0268560780378157	0.250000733221606	4.34248646474815	7.10989070094883e-05	0.0199243009609584	0.471120335966903	0.236572694202699	0.263428772240514	0.0268560780378158	12	54807846	R	II	ITGA5	Body	opensea	Body-opensea			
cg02824029	0.0333989820158518	0.365035408588264	4.34229543263714	7.11434344975441e-05	0.0199243009609584	0.470511948014204	0.348335917580338	0.381734899596189	0.0333989820158518	6	29570008	R	II	GABBR1	3'UTR	opensea	3'UTR-opensea			
cg05992846	0.039553416756984	0.652271036338489	4.3422733271505	7.11485887982779e-05	0.0199243009609584	0.470441548506846	0.632494327959997	0.672047744716981	0.0395534167569841	17	47651470	F	II	LOC100288866	TSS200	shore	TSS200-shore	chr17:47653211-47654369	rs574452670	27
cg06769931	0.0299149700430341	0.863361692499976	4.34222684854672	7.11594273268456e-05	0.0199243009609584	0.470293528266863	0.848404207478459	0.878319177521493	0.0299149700430337	17	40470564	F	II	STAT3	Body	opensea	Body-opensea			
cg09190968	-0.0543087856735247	0.747077122193752	-4.34217229213905	7.1172151603691e-05	0.0199243009609584	0.470119783563918	0.774231515030514	0.719922729356989	-0.0543087856735247	9	79824256	F	II	VPS13A	Body	opensea	Body-opensea		rs190349790	13
cg02317642	0.0365343962841466	0.657043958745326	4.34207163931971	7.1195632840072e-05	0.0199243009609584	0.469799239059906	0.638776760603252	0.675311156887399	0.0365343962841465	2	74278330	R	II	TET3	Body	opensea	Body-opensea		rs575164189	45
cg11743220	0.0333378793033386	0.275753177762739	4.34191923537224	7.12312014409985e-05	0.019926774914786	0.469313891292122	0.25908423811107	0.292422117414409	0.0333378793033387	7	7220957	F	II	C1GALT1	TSS1500	shore	TSS1500-shore	chr7:7222020-7222974	rs569234141;rs536649851	7;36
cg14858763	0.0271220661947781	0.834300265998946	4.34157025521963	7.13127129853232e-05	0.0199420946311035	0.468202552404916	0.820739232901557	0.847861299096335	0.027122066194778	1	2445410	R	I	PANK4	Body	island	Body-island	chr1:2445355-2445648	rs555647940;rs374949698;rs79522229;rs2247308;rs115874120	47;20;13;6;2
cg00905101	0.021035166953554	0.184570181570838	4.34133041826369	7.13687845834699e-05	0.0199426110954139	0.467438806452419	0.174052598094061	0.195087765047615	0.021035166953554	16	1988798	F	II	SEPX1	3'UTR	shelf	3'UTR-shelf	chr16:1992668-1993646	rs560473527;rs573958180	18;32
cg06953601	-0.0143821018489289	0.107413090727513	-4.34118066244208	7.14038178621832e-05	0.0199426110954139	0.466961927721513	0.114604141651977	0.100222039803048	-0.0143821018489289	6	52441809	F	I	TRAM2	5'UTR	shore	5'UTR-shore	chr6:52441975-52442386	rs573104756	29
cg22048590	0.0341133131858431	0.829826078009208	4.34111864183672	7.14183316231536e-05	0.0199426110954139	0.46676443296224	0.812769421416286	0.846882734602129	0.034113313185843	12	6385543	F	II		IGR	shelf	IGR-shelf	chr12:6387654-6388168	rs190742445;rs193068772	1;17
cg20795701	0.028544115972534	0.250657148543066	4.34110485455953	7.14215584454979e-05	0.0199426110954139	0.46672052973838	0.236385090556799	0.264929206529333	0.028544115972534	6	32295229	F	II	C6orf10	Body	opensea	Body-opensea		rs558980993;rs115984418;rs149277842	0;8;26
cg05670158	0.0358154412979808	0.267366621446084	4.34092047696702	7.14647244796136e-05	0.0199471932279436	0.466133416760632	0.249458900797093	0.285274342095074	0.0358154412979809	2	69981407	F	II	ANXA4	5'UTR	opensea	5'UTR-opensea		rs573743648;rs143647656	13;14
cg02157083	0.0394198270097259	0.780212693055385	4.34067645855005	7.15218925808038e-05	0.0199497719023324	0.465356406580256	0.760502779550522	0.799922606560248	0.0394198270097259	11	116662800	F	II	APOA5	5'UTR	shore	5'UTR-shore	chr11:116661034-116661410	rs537800325;rs550666378;rs570540538;rs371743977;rs552993548;rs573220266;rs41318745	1;26;34;35;39;41;50
cg22665383	0.036128898309664	0.820767942104521	4.34051502338458	7.15597377566766e-05	0.0199497719023324	0.464842370842117	0.802703492949689	0.838832391259353	0.036128898309664	11	55339961	R	II	OR4C16	1stExon	opensea	1stExon-opensea		rs144938325;rs79740520;rs556810624;rs143747626;rs199938003;rs545444808;rs74994489;rs553968168;rs572549332;rs201401810;rs141382229	44;39;35;25;13;12;7;5;3;2;1
cg21658097	0.0309341093387024	0.457990731832086	4.34031245769428	7.16072527581324e-05	0.0199497719023324	0.46419738075649	0.442523677162734	0.473457786501437	0.0309341093387025	2	208649854	R	II		IGR	opensea	IGR-opensea		rs10203754;rs62189223;rs536314078;rs138985015;rs565718690	36;21;17;4;2
cg15834151	0.0399613209684599	0.684656789724075	4.3401126251586	7.16541567877954e-05	0.0199497719023324	0.463561106309214	0.664676129239845	0.704637450208305	0.0399613209684599	4	159969044	F	II		IGR	opensea	IGR-opensea		rs4691539;rs547976311	34;37
cg00379042	0.0270388670345337	0.878610184917271	4.34009530734595	7.16582229771315e-05	0.0199497719023324	0.463505966338053	0.865090751400004	0.892129618434538	0.0270388670345336	17	18918044	F	II	SLC5A10	Body	shore	Body-shore	chr17:18918268-18918568	rs554173455;rs189828953	20;36
cg06901584	0.0410587989094501	0.381146605015289	4.33980537191254	7.17263326775296e-05	0.0199497719023324	0.462582825381295	0.360617205560564	0.401676004470014	0.0410587989094501	14	103399713	R	II	CDC42BPB	3'UTR	shelf	3'UTR-shelf	chr14:103394397-103397070	rs113883371	11
cg06273051	0.0475288366638806	0.567083465585039	4.33978101562369	7.17320571669294e-05	0.0199497719023324	0.462505277325624	0.543319047253098	0.590847883916979	0.0475288366638806	16	83803650	R	II	CDH13	Body	opensea	Body-opensea		rs150269003	12
cg01887689	0.0413119417336052	0.57836801673295	4.33970310033122	7.1750372687889e-05	0.0199497719023324	0.462257203897531	0.557712045866148	0.599023987599753	0.0413119417336051	1	53128627	R	II		IGR	opensea	IGR-opensea		rs561911023	7
cg12033528	0.0355739249404669	0.648031870177997	4.33952239580443	7.1792868386332e-05	0.0199497719023324	0.461681868793136	0.630244907707764	0.665818832648231	0.035573924940467	6	109010947	F	II		IGR	opensea	IGR-opensea		rs111337425;rs567880396;rs527506536	1;17;21
cg14689595	0.0243931576200287	0.687464476278818	4.33947797583433	7.18033182428464e-05	0.0199497719023324	0.461540444134243	0.675267897468804	0.699661055088833	0.0243931576200289	6	168120744	R	I		IGR	island	IGR-island	chr6:168120634-168120892	rs536759536	26
cg08315524	0.0361367829206426	0.672125613539213	4.33932803779719	7.18386023134608e-05	0.0199497719023324	0.461063074913367	0.654057222078891	0.690194004999534	0.0361367829206426	5	57542458	R	II		IGR	opensea	IGR-opensea			
cg23884530	0.0279099804191009	0.692103136606603	4.33922956807229	7.18617838307996e-05	0.0199497719023324	0.460749573257003	0.678148146397053	0.706058126816154	0.0279099804191009	1	38317368	R	II	MTF1	Body	opensea	Body-opensea		rs78527384;rs139393161;rs141574746	12;9;2
cg21002528	0.0349000924181211	0.280058224219894	4.33911758945851	7.1888154440443e-05	0.0199497719023324	0.460393066667843	0.262608178010833	0.297508270428954	0.0349000924181211	11	45903754	R	II	CRY2	3'UTR	shelf	3'UTR-shelf	chr11:45907006-45907809		
cg25808615	-0.0440825669497742	0.83685263932797	-4.33911251233097	7.18893503114388e-05	0.0199497719023324	0.46037690270043	0.858893922802857	0.814811355853083	-0.0440825669497741	8	124280497	R	II	ZHX1-C8orf76	5'UTR	opensea	5'UTR-opensea			
cg04927706	0.0318667673815454	0.452095083681531	4.33904161811902	7.19060508211379e-05	0.0199497719023324	0.460151198835179	0.436161699990758	0.468028467372303	0.0318667673815454	16	53117254	R	II	CHD9	5'UTR	opensea	5'UTR-opensea		rs180744136;rs112877078;rs532741770	50;35;3
cg18038139	0.0265031158097815	0.886326598971036	4.33901617822315	7.19120446050643e-05	0.0199497719023324	0.460070206966011	0.873075041066145	0.899578156875927	0.0265031158097817	17	10560748	F	II	MYH3	TSS200	opensea	TSS200-opensea		rs562168137;rs574182386;rs114185132;rs201615	0;1;3;12
cg05346624	-0.0430706166749404	0.828900965763191	-4.33894477430393	7.19288703757196e-05	0.0199497719023324	0.459842882590474	0.850436274100662	0.807365657425721	-0.0430706166749404	9	80778887	F	II		IGR	opensea	IGR-opensea			
cg00295190	0.0329606179508219	0.6638891628304	4.33846193662875	7.20427480169818e-05	0.0199739255647469	0.458305744511561	0.647408853854989	0.680369471805811	0.0329606179508221	15	74199207	F	II		IGR	opensea	IGR-opensea		rs568706914;rs539654187	2;39
cg25699052	0.0162299294716517	0.876858354001182	4.33821801977706	7.21003427889735e-05	0.0199774133439661	0.457529251586223	0.868743389265356	0.884973318737007	0.0162299294716515	10	126312068	R	I	FAM53B	Body	opensea	Body-opensea		rs200397847;rs150965015;rs545383723;rs140768515	41;40;29;19
cg14918689	0.0320267834888457	0.365479703669347	4.33818170882685	7.21089205349938e-05	0.0199774133439661	0.457413659759274	0.349466311924924	0.38149309541377	0.0320267834888456	16	28020418	F	II	GSG1L	Body	opensea	Body-opensea		rs117306380;rs182212914	8;47
cg21421984	0.0332019586331559	0.53159004346757	4.337267018194	7.2325326583115e-05	0.0200299242484608	0.454501985710971	0.514989064150992	0.548191022784148	0.0332019586331559	7	98520513	F	II	TRRAP	Body	opensea	Body-opensea		rs574882376;rs563805605	0;21
cg09746078	-0.0453453464885364	0.710887946487836	-4.33646991936414	7.25144277498323e-05	0.0200510433663282	0.451964854666397	0.733560619732105	0.688215273243568	-0.0453453464885362	12	56966920	R	II	RBMS2	Body	opensea	Body-opensea		rs148175758;rs560131717;rs527659097	17;15;2
cg26655130	0.0345249280110912	0.512605646206337	4.33640798131258	7.25291418957282e-05	0.0200510433663282	0.451767717144856	0.495343182200791	0.529868110211883	0.0345249280110912	5	172067303	F	II	NEURL1B	TSS1500	shore	TSS1500-shore	chr5:172068286-172069174	rs564390827;rs367596848;rs546606513	0;27;46
cg17177602	0.0381383283496034	0.528990149588506	4.33640061610407	7.25308917851796e-05	0.0200510433663282	0.451744275112114	0.509920985413704	0.548059313763307	0.0381383283496034	1	1196457	F	II	UBE2J2	Body	opensea	Body-opensea		rs189739705;rs6673601;rs528691209;rs572492190	0;14;19;30
cg12189405	0.0288498122072492	0.194615313664547	4.33630534339959	7.25535312012841e-05	0.0200510433663282	0.451441042122415	0.180190407560922	0.209040219768171	0.0288498122072492	15	42637186	R	II	GANC	Body	opensea	Body-opensea		rs368602982	50
cg25318579	0.0269481693189405	0.706126782833297	4.33627715652582	7.25602304982909e-05	0.0200510433663282	0.451351329792276	0.692652698173826	0.719600867492767	0.0269481693189404	3	187672350	F	II		IGR	opensea	IGR-opensea		rs529573987	33
cg24417971	0.0286878153299162	0.280361512659065	4.33626569246037	7.25629553851142e-05	0.0200510433663282	0.451314842384731	0.266017604994107	0.294705420324023	0.0286878153299162	7	101526238	R	II	CUX1	Body	opensea	Body-opensea		rs538688496;rs143146033;rs185683980	18;12;1
cg07593390	0.0388903690437011	0.352919227737315	4.33606835241184	7.26098766609744e-05	0.0200565750749548	0.450686762380302	0.333474043215465	0.372364412259166	0.0388903690437011	3	136714183	R	II	IL20RB	Body	opensea	Body-opensea		rs533799344;rs552969693;rs191928806;rs140027030	38;21;18;2
cg07486119	0.0384424797824308	0.472465646644836	4.33584932265473	7.26619896962264e-05	0.0200635362423142	0.449989664668124	0.45324440675362	0.491686886536051	0.0384424797824309	7	2596723	F	II	BRAT1	TSS1500	shore	TSS1500-shore	chr7:2598550-2599203	rs71550360;rs552688736;rs547321581;rs566193501	8;10;13;45
cg13576138	0.0402546049692654	0.508040534359184	4.33519929545607	7.28168632731146e-05	0.0200821979747755	0.447920939223744	0.487913231874551	0.528167836843817	0.0402546049692655	20	46378636	F	II	SULF2	Body	opensea	Body-opensea			
cg10127037	0.0135005966073597	0.924091884689753	4.33514587236558	7.2829606000439e-05	0.0200821979747755	0.447750925185243	0.917341586386073	0.930842182993433	0.0135005966073599	14	104638431	F	I	KIF26A	Body	island	Body-island	chr14:104638074-104638660	rs947001;rs117673939;rs117922371	10;12;30
cg15321915	0.0254600007192765	0.194040060033984	4.33514154231333	7.28306389201236e-05	0.0200821979747755	0.447737145235438	0.181310059674346	0.206770060393622	0.0254600007192766	1	40400055	R	II		IGR	opensea	IGR-opensea		rs114396590	18
cg02888886	0.0280346836952206	0.852599933571382	4.33511352610351	7.28373224396575e-05	0.0200821979747755	0.447647986650974	0.838582591723772	0.866617275418992	0.0280346836952203	17	43165321	F	II	NMT1	Body	opensea	Body-opensea		rs536057978;rs60912608;rs575688471;rs546173776	0;36;49;51
cg11628550	0.0346534701384908	0.675484861326541	4.33467985860439	7.29408540082584e-05	0.0200971554317452	0.446267918766486	0.658158126257295	0.692811596395786	0.0346534701384906	12	123889160	F	II	SETD8	Body	opensea	Body-opensea		rs180732511	0
cg00094177	0.0355659928100117	0.530025749157744	4.3346577450332	7.29461371311671e-05	0.0200971554317452	0.446197547984369	0.512242752752738	0.54780874556275	0.0355659928100117	21	36362615	F	II	RUNX1	Body	opensea	Body-opensea		rs148446077;rs2242879	1;49
cg03947738	0.0346764208655959	0.283147262854761	4.33442136691115	7.30026332092632e-05	0.0200971554317452	0.44544534499604	0.265809052421963	0.300485473287559	0.0346764208655958	11	116855085	F	II	SIK3	Body	opensea	Body-opensea		rs549684151;rs117280875	26;51
cg04214993	0.028035960205872	0.779209122396891	4.33439897963343	7.30079861405568e-05	0.0200971554317452	0.445374105089767	0.765191142293955	0.793227102499827	0.0280359602058716	8	112249126	F	II	LINC01609	TSS1500	opensea	TSS1500-opensea		rs532441725	20
cg13779693	0.0316264411952103	0.825449139858396	4.33428234477643	7.30358804176822e-05	0.0200971554317452	0.44500295690727	0.80963591926079	0.841262360456001	0.0316264411952101	21	27479194	R	II	APP	Body	opensea	Body-opensea		rs115598206;rs541467615	37;2
cg12080306	0.0404649853866205	0.47533540678777	4.33420947067481	7.30533141881049e-05	0.0200971554317452	0.444771063715486	0.45510291409446	0.49556789948108	0.0404649853866206	17	57407936	F	II	YPEL2	TSS1500	shore	TSS1500-shore	chr17:57408787-57410145		
cg09641170	0.0308263917221736	0.210251869290118	4.33362211520684	7.31939761987762e-05	0.0201284244513173	0.442902098615569	0.194838673429031	0.225665065151205	0.0308263917221736	11	105060526	F	II		IGR	opensea	IGR-opensea		rs567031855	28
cg06795727	0.0368037336665593	0.573523301253205	4.33339642393194	7.32480957343638e-05	0.0201358799102687	0.442183978732539	0.555121434419925	0.591925168086485	0.0368037336665593	2	219582127	F	II	TTLL4	5'UTR	opensea	5'UTR-opensea		rs533868715	27
cg26633373	0.0301780306939547	0.289678864365735	4.3330200327777	7.33384390480781e-05	0.0201459593264612	0.440986388454821	0.274589849018757	0.304767879712712	0.0301780306939548	19	54377836	R	II	MYADM	3'UTR	shore	3'UTR-shore	chr19:54377172-54377441	rs8108855;rs554747170;rs573221688	39;21;10
cg11473803	-0.0472984154803515	0.762044740293326	-4.33292538288446	7.33611744784518e-05	0.0201459593264612	0.440685241446779	0.785693948033502	0.73839553255315	-0.0472984154803515	5	135990694	R	II		IGR	opensea	IGR-opensea			
cg25600606	0.0359395252923737	0.377392565996049	4.33290601023506	7.33658287433095e-05	0.0201459593264612	0.440623603960546	0.359422803349862	0.395362328642236	0.0359395252923736	11	33308345	R	II	HIPK3	Body	opensea	Body-opensea		rs187022690;rs551845395	49;22
cg22733946	0.0258350050614318	0.260376723316639	4.3324768400926	7.34690103943618e-05	0.0201657505676763	0.439258155014004	0.247459220785924	0.273294225847355	0.0258350050614318	5	10451727	F	II	ROPN1L	Body	opensea	Body-opensea		rs557958804	41
