ID_REF	MGG4_rep1 Unmethylated Signal	MGG4_rep1 Methylated Signal	MGG4_rep1 Detection Pval	MGG4_rep2 Unmethylated Signal	MGG4_rep2 Methylated Signal	MGG4_rep2 Detection Pval	MGG6_rep1 Unmethylated Signal	MGG6_rep1 Methylated Signal	MGG6_rep1 Detection Pval	MGG6_rep2 Unmethylated Signal	MGG6_rep2 Methylated Signal	MGG6_rep2 Detection Pval	MGG8_rep1 Unmethylated Signal	MGG8_rep1 Methylated Signal	MGG8_rep1 Detection Pval	MGG8_rep2 Unmethylated Signal	MGG8_rep2 Methylated Signal	MGG8_rep2 Detection Pval
cg05499853	5704	598	3.68E-38	5063	488	3.68E-38	4301	301	3.68E-38	6031	398	3.68E-38	6434	506	3.68E-38	6279	465	3.68E-38
cg05500015	11360	2464	3.68E-38	10186	1989	3.68E-38	5383	1354	3.68E-38	8496	2051	3.68E-38	9988	2155	3.68E-38	9304	1805	3.68E-38
cg05500074	7087	13182	3.68E-38	6086	11784	3.68E-38	1215	11225	3.68E-38	1285	16021	3.68E-38	13916	6338	3.68E-38	12881	5222	3.68E-38
cg05501276	23883	1216	3.68E-38	23885	992	3.68E-38	10194	609	3.68E-38	15666	976	3.68E-38	20417	1258	3.68E-38	19739	1026	3.68E-38
cg05501357	1074	923	0.01573314	649	706	0.2052242	618	1639	6.90E-10	777	1591	3.39E-06	797	1815	0.000248903	587	1417	0.004193952
cg05501584	5136	8031	3.68E-38	4128	8381	3.68E-38	4539	2080	3.68E-38	7694	2950	3.68E-38	7767	6892	3.68E-38	6830	6317	3.68E-38
cg05501658	15420	374	3.68E-38	14113	260	3.68E-38	10223	279	3.68E-38	14190	325	3.68E-38	14313	345	3.68E-38	12517	335	3.68E-38
cg05501682	14837	7571	3.68E-38	17148	6843	3.68E-38	6829	790	3.68E-38	9440	1141	3.68E-38	13403	4734	3.68E-38	11554	4214	3.68E-38
cg05501721	17167	2056	3.68E-38	18339	1557	3.68E-38	6825	1234	3.68E-38	11071	1756	3.68E-38	14138	1846	3.68E-38	12276	1700	3.68E-38
cg05503412	9409	1347	3.68E-38	10376	870	3.68E-38	5301	579	3.68E-38	8353	923	3.68E-38	9817	1166	3.68E-38	8604	1212	3.68E-38
cg05507459	7594	3723	3.68E-38	7140	3768	3.68E-38	1021	5036	3.68E-38	1208	8209	3.68E-38	10967	2297	3.68E-38	10388	2173	3.68E-38
cg05507894	6326	243	3.68E-38	5414	179	3.68E-38	5327	197	3.68E-38	6962	232	3.68E-38	6129	276	3.68E-38	5170	198	2.11E-35
cg05508048	5274	327	3.68E-38	4620	242	2.66E-29	4102	293	3.68E-38	5137	367	3.68E-38	5072	362	3.11E-26	3756	347	1.60E-18
cg05508067	2804	5160	3.68E-38	2274	4266	3.68E-38	719	3330	3.68E-38	879	3729	4.73E-32	1149	3856	1.55E-21	1282	2914	1.44E-19
cg05508084	6921	577	3.68E-38	6887	458	3.68E-38	3727	258	3.68E-38	5701	430	3.68E-38	7630	583	3.68E-38	6603	543	3.68E-38
cg05508558	1938	306	0.001677079	1770	205	0.003978811	628	589	0.03007804	556	579	0.3006038	2300	220	0.00057282	2213	205	6.33E-05
cg05510041	14918	1304	3.68E-38	16574	798	3.68E-38	6730	629	3.68E-38	9986	868	3.68E-38	15375	1337	3.68E-38	14350	1102	3.68E-38
cg05511517	22092	2294	3.68E-38	23000	2178	3.68E-38	9191	1182	3.68E-38	13951	1533	3.68E-38	17683	2469	3.68E-38	16378	1975	3.68E-38
cg05511685	459	776	0.6032775	276	877	0.4103555	247	957	0.03381874	258	1139	0.08566203	685	1008	0.1178603	537	897	0.1616433
cg05511752	8141	4152	3.68E-38	7128	3208	3.68E-38	3243	3561	3.68E-38	5042	5795	3.68E-38	7430	4067	3.68E-38	6965	3344	3.68E-38
cg05512099	1143	2348	2.97E-12	957	2487	1.37E-12	466	1318	1.61E-05	786	2148	1.26E-10	766	3335	2.98E-13	694	2489	7.48E-10
cg05512756	6271	404	3.68E-38	6039	607	3.68E-38	6529	561	3.68E-38	6153	471	3.68E-38	7046	438	3.68E-38	5612	286	3.68E-38
cg05516537	8399	833	3.68E-38	8571	637	3.68E-38	2358	443	8.42E-17	3380	582	2.67E-22	5057	1024	2.97E-34	4846	951	3.68E-38
cg05516832	16145	1990	3.68E-38	18011	1653	3.68E-38	6135	998	3.68E-38	11166	1706	3.68E-38	12631	1873	3.68E-38	11484	1770	3.68E-38
cg05517572	8522	8312	3.68E-38	9103	8246	3.68E-38	1467	5296	3.68E-38	2306	8416	3.68E-38	3054	10662	3.68E-38	3213	9758	3.68E-38
cg05517711	5093	1790	3.68E-38	4432	1656	3.68E-38	3424	4169	3.68E-38	4737	6092	3.68E-38	4710	4887	3.68E-38	3453	4491	3.68E-38
cg05518543	4239	371	9.69E-26	4377	267	3.05E-26	3985	334	3.68E-38	4960	429	3.68E-38	4975	362	3.96E-25	3655	365	1.29E-17
cg05520656	7981	902	3.68E-38	7445	715	3.68E-38	3240	2783	3.68E-38	4237	3667	3.68E-38	6693	550	3.68E-38	5333	582	3.68E-38
cg05521696	3158	3352	3.68E-38	2900	2438	1.33E-36	1743	4657	3.68E-38	2508	3913	3.68E-38	4206	3728	3.68E-38	3727	2888	3.68E-38
cg05522288	9208	656	3.68E-38	9287	541	3.68E-38	5804	308	3.68E-38	8665	505	3.68E-38	8564	583	3.68E-38	7489	564	3.68E-38
cg05522383	6795	990	3.68E-38	5568	712	3.68E-38	3915	1156	3.68E-38	6457	1729	3.68E-38	8143	847	3.68E-38	7564	794	3.68E-38
cg05523047	11010	275	3.68E-38	7612	198	3.68E-38	5822	228	3.68E-38	6765	245	3.68E-38	10006	259	3.68E-38	8121	261	3.68E-38
cg05523085	2616	1014	1.23E-13	1955	746	8.04E-07	3049	485	2.36E-29	3930	524	1.48E-29	3106	1414	8.05E-17	2194	1204	1.31E-11
cg05523254	8022	317	3.68E-38	6703	213	3.68E-38	7400	247	3.68E-38	9933	276	3.68E-38	8444	304	3.68E-38	6071	266	3.68E-38
cg05526376	4116	283	8.74E-23	3167	177	1.07E-11	4853	203	3.68E-38	6670	276	3.68E-38	4452	218	3.27E-18	3867	257	9.33E-19
cg05528918	804	3267	1.43E-18	581	3076	1.27E-14	323	2079	1.57E-11	535	2352	3.32E-10	618	3717	3.46E-15	561	3256	1.67E-15
cg05529097	3767	939	3.79E-27	3516	564	3.72E-19	2231	452	3.96E-15	2921	602	9.69E-17	4256	750	1.51E-21	3304	790	2.01E-18
cg05531055	18427	1168	3.68E-38	19943	842	3.68E-38	7499	690	3.68E-38	11508	974	3.68E-38	14626	3591	3.68E-38	13167	3315	3.68E-38
cg05532892	6807	1213	3.68E-38	7531	787	3.68E-38	3723	622	3.68E-38	6670	878	3.68E-38	6708	980	3.68E-38	6448	883	3.68E-38
cg05535113	1236	291	0.2537251	991	204	0.3629256	799	370	0.04582228	908	463	0.09955747	1686	228	0.0411101	1339	294	0.05900364
cg05538387	3017	308	1.04E-10	1751	181	0.005753831	2457	211	6.36E-15	3289	250	6.29E-17	5251	239	6.97E-27	3837	241	3.01E-18
cg05538432	2028	781	1.17E-06	1760	626	5.50E-05	759	1138	2.00E-06	1125	1595	8.71E-09	1453	2058	5.09E-09	1296	2026	5.72E-11
cg05546038	1898	16853	3.68E-38	1304	16331	3.68E-38	744	6440	3.68E-38	1034	10651	3.68E-38	1313	16438	3.68E-38	1219	14176	3.68E-38
cg05546044	1356	1792	3.41E-09	1027	1423	2.49E-05	1006	1637	1.39E-14	916	2090	2.72E-11	785	4351	6.43E-23	530	3130	5.69E-14
cg05546383	1038	5136	3.68E-38	757	4493	3.46E-35	602	3881	3.68E-38	765	4924	3.68E-38	963	6469	3.68E-38	808	6308	3.68E-38
cg05547500	3226	14442	3.68E-38	2838	15625	3.68E-38	1478	6489	3.68E-38	2081	9913	3.68E-38	8111	9305	3.68E-38	6642	8884	3.68E-38
cg05547993	3788	316	5.64E-19	2962	165	7.02E-10	2646	198	1.96E-17	3869	239	2.43E-24	4530	257	2.44E-19	3251	228	2.59E-12
cg05552534	4960	723	3.68E-38	5386	574	3.68E-38	3369	411	2.11E-34	4675	641	3.68E-38	5825	707	3.68E-38	5065	645	3.68E-38
cg05554718	1653	887	5.43E-05	1364	674	0.002256481	1700	628	1.13E-10	2138	867	2.78E-11	1852	3169	1.06E-21	2004	3098	2.25E-31
cg05554936	13668	1034	3.68E-38	16115	859	3.68E-38	6415	532	3.68E-38	10090	777	3.68E-38	11911	954	3.68E-38	10312	839	3.68E-38
cg05556020	9268	4336	3.68E-38	10221	4118	3.68E-38	1953	8913	3.68E-38	2360	12878	3.68E-38	9933	1155	3.68E-38	9058	1110	3.68E-38
cg05556202	2094	2247	5.25E-22	1640	1658	2.70E-11	711	2721	2.20E-27	716	2905	6.60E-18	642	4528	2.76E-23	531	3825	1.94E-21
cg05556210	9855	19491	3.68E-38	10082	20490	3.68E-38	7208	1896	3.68E-38	10852	3096	3.68E-38	15176	2921	3.68E-38	14118	2548	3.68E-38
cg05556717	4739	2365	3.68E-38	3453	1661	4.64E-33	2962	5401	3.68E-38	3321	7882	3.68E-38	6641	1731	3.68E-38	4875	1637	3.68E-38
cg05558390	4478	3277	3.68E-38	4804	2493	3.68E-38	446	2456	2.61E-18	537	2967	1.61E-16	4560	3579	3.68E-38	3540	4050	3.68E-38
cg05559445	4366	8927	3.68E-38	4075	8083	3.68E-38	1348	4705	3.68E-38	2202	6984	3.68E-38	3964	7748	3.68E-38	3912	6315	3.68E-38
cg05562327	21652	2377	3.68E-38	23358	1963	3.68E-38	9077	1122	3.68E-38	12921	1373	3.68E-38	17421	1978	3.68E-38	15970	2314	3.68E-38
cg05562817	22168	2358	3.68E-38	22586	1653	3.68E-38	8642	595	3.68E-38	12958	795	3.68E-38	17040	911	3.68E-38	18315	906	3.68E-38
cg05564251	535	5875	3.68E-38	378	5080	3.68E-38	417	5437	3.68E-38	490	5799	3.68E-38	1507	5616	3.68E-38	1068	4562	3.68E-38
cg05564266	423	1069	0.2904805	302	842	0.4207188	261	721	0.1747836	337	647	0.4858446	487	1225	0.108746	459	1081	0.09778851
cg05564657	4839	4795	3.68E-38	3614	4735	3.68E-38	559	5800	3.68E-38	618	7084	3.68E-38	2265	6839	3.68E-38	1730	5109	3.68E-38
cg05565537	1720	1371	9.83E-09	1574	1042	2.73E-06	419	2451	7.99E-18	507	2326	9.84E-10	3988	1130	1.00E-22	2929	1012	8.90E-17
cg05566397	8457	1416	3.68E-38	8493	875	3.68E-38	5399	679	3.68E-38	8272	895	3.68E-38	9530	1186	3.68E-38	7947	998	3.68E-38
cg05566965	19747	2019	3.68E-38	20627	1425	3.68E-38	7918	868	3.68E-38	13033	1350	3.68E-38	16184	1561	3.68E-38	16346	1642	3.68E-38
cg05568762	11844	375	3.68E-38	11123	282	3.68E-38	10209	343	3.68E-38	13272	353	3.68E-38	11379	423	3.68E-38	9503	337	3.68E-38
cg05569220	10276	2096	3.68E-38	9048	1548	3.68E-38	5254	7602	3.68E-38	6049	7363	3.68E-38	13162	623	3.68E-38	10895	641	3.68E-38
cg05570980	17480	10033	3.68E-38	17672	10499	3.68E-38	7953	4208	3.68E-38	12308	6438	3.68E-38	16381	3277	3.68E-38	15689	2778	3.68E-38
cg05573563	1210	265	0.3091896	861	183	0.5379336	842	799	0.000169706	892	767	0.01343984	1824	263	0.01499551	1135	347	0.1299701
cg05575043	7626	724	3.68E-38	7050	700	3.68E-38	4296	382	3.68E-38	6805	503	3.68E-38	7594	698	3.68E-38	7652	576	3.68E-38
cg05576974	9604	774	3.68E-38	10922	718	3.68E-38	5227	331	3.68E-38	7956	478	3.68E-38	7877	609	3.68E-38	7783	611	3.68E-38
cg05577173	13352	1057	3.68E-38	13474	1811	3.68E-38	6135	438	3.68E-38	9068	710	3.68E-38	12671	866	3.68E-38	11434	802	3.68E-38
cg05585544	424	610	0.8154953	258	456	0.8576153	276	883	0.04981952	311	944	0.1814577	793	843	0.1483978	638	632	0.3038101
cg05587158	12737	2863	3.68E-38	13245	2123	3.68E-38	2971	3869	3.68E-38	4391	6254	3.68E-38	13104	1539	3.68E-38	11941	1399	3.68E-38
cg05587474	6428	788	3.68E-38	6479	536	3.68E-38	6745	405	3.68E-38	8121	392	3.68E-38	7648	665	3.68E-38	5193	545	3.68E-38
cg05587736	665	2104	2.16E-06	549	1417	0.004303428	293	1359	0.00014315	411	1641	0.000249627	564	2400	6.46E-06	499	2543	8.64E-09
cg05588972	7350	1568	3.68E-38	5898	1126	3.68E-38	6588	1349	3.68E-38	8547	1879	3.68E-38	9254	418	3.68E-38	7082	389	3.68E-38
cg05589246	15339	1942	3.68E-38	14696	1635	3.68E-38	1253	6386	3.68E-38	1619	9539	3.68E-38	12080	2337	3.68E-38	12164	2446	3.68E-38
cg05590257	7542	1206	3.68E-38	8291	779	3.68E-38	4350	482	3.68E-38	7506	700	3.68E-38	9329	960	3.68E-38	8162	1084	3.68E-38
cg05590294	777	255	0.8171782	625	206	0.7655238	556	493	0.1141729	422	597	0.4410092	813	320	0.5845221	700	302	0.6031566
cg05590567	9312	596	3.68E-38	9078	423	3.68E-38	11019	503	3.68E-38	12415	602	3.68E-38	10385	725	3.68E-38	8594	613	3.68E-38
cg05590982	3685	766	1.70E-23	2539	574	9.07E-10	801	2259	8.24E-21	940	2755	8.14E-19	2603	2088	2.07E-18	2265	1669	1.05E-16
cg05592398	25735	2285	3.68E-38	25985	1741	3.68E-38	10868	1263	3.68E-38	15666	1649	3.68E-38	20590	1911	3.68E-38	19493	1811	3.68E-38
cg05592434	8921	1798	3.68E-38	8580	1063	3.68E-38	10056	1495	3.68E-38	12449	1437	3.68E-38	11196	1777	3.68E-38	7759	1499	3.68E-38
cg05592527	8326	7286	3.68E-38	6184	4509	3.68E-38	6483	6931	3.68E-38	8359	7633	3.68E-38	11343	435	3.68E-38	9113	377	3.68E-38
cg05593300	945	613	0.223335	834	447	0.2727243	1410	432	5.65E-06	1302	426	0.007427891	1196	439	0.1489769	888	355	0.3316379
cg05593325	8135	3018	3.68E-38	8878	2959	3.68E-38	4836	2818	3.68E-38	6874	3992	3.68E-38	9271	2216	3.68E-38	8367	1697	3.68E-38
cg05593479	2668	670	7.93E-11	2454	518	1.09E-08	927	385	0.01186869	1444	484	0.001031113	2762	634	2.66E-08	1821	589	6.95E-05
cg05593780	5408	354	3.68E-38	4845	199	5.42E-32	4944	310	3.68E-38	6843	347	3.68E-38	6444	320	3.68E-38	5217	381	3.68E-38
cg05594230	2768	979	7.27E-15	2586	755	1.14E-11	1383	1773	2.05E-22	1686	1828	1.23E-16	1128	2952	4.37E-13	941	2503	5.25E-12
cg05595345	17537	944	3.68E-38	19955	758	3.68E-38	7610	470	3.68E-38	11704	682	3.68E-38	14173	895	3.68E-38	14209	812	3.68E-38
cg05596294	1667	320	0.01702583	1016	164	0.3796664	415	1300	5.21E-05	554	1303	0.002171828	1273	501	0.08254734	1076	522	0.07187337
cg05596756	6054	6733	3.68E-38	5395	6173	3.68E-38	1179	5239	3.68E-38	1750	7166	3.68E-38	2157	10544	3.68E-38	1811	10531	3.68E-38
cg05598246	3375	1141	2.12E-24	3366	785	5.55E-20	564	1036	0.000314862	925	1669	8.50E-08	1337	2122	1.09E-08	1258	2164	8.15E-12
cg05600174	1653	579	0.00189417	1036	288	0.2322166	404	2592	8.91E-20	437	2414	6.87E-10	2195	676	1.82E-05	1827	566	8.47E-05
cg05600717	2583	872	6.56E-12	2333	617	1.58E-08	348	1896	9.54E-10	375	2860	1.47E-13	413	3025	1.47E-08	440	2489	5.46E-08
cg05602212	23637	2066	3.68E-38	25481	1458	3.68E-38	10592	914	3.68E-38	16778	1438	3.68E-38	21808	1710	3.68E-38	18622	1430	3.68E-38
cg05602615	18171	804	3.68E-38	17352	604	3.68E-38	7056	422	3.68E-38	11548	591	3.68E-38	14654	734	3.68E-38	13611	652	3.68E-38
cg05603623	4742	436	1.19E-34	4476	382	3.04E-29	4605	431	3.68E-38	5856	566	3.68E-38	4806	1595	3.68E-38	3865	328	1.56E-19
cg05604720	2706	383	1.02E-08	2470	257	5.46E-07	3885	313	3.68E-38	4381	374	1.57E-34	3925	395	4.65E-15	2936	338	1.41E-10
cg05606799	5203	4255	3.68E-38	5929	3874	3.68E-38	1339	8305	3.68E-38	1886	12253	3.68E-38	1689	8334	3.68E-38	1584	6995	3.68E-38
cg05607127	20092	1766	3.68E-38	20983	1271	3.68E-38	8572	580	3.68E-38	13552	818	3.68E-38	17443	1009	3.68E-38	15700	880	3.68E-38
cg05607401	4211	1968	3.68E-38	3912	1510	5.60E-38	1198	1997	4.38E-23	1597	2878	6.85E-30	5261	1366	3.68E-38	4365	1163	6.02E-38
cg05607472	13413	936	3.68E-38	13168	573	3.68E-38	6147	384	3.68E-38	10061	545	3.68E-38	13697	776	3.68E-38	10810	687	3.68E-38
cg05608188	5411	1725	3.68E-38	5245	1324	3.68E-38	4914	319	3.68E-38	7037	460	3.68E-38	4630	3174	3.68E-38	4642	2848	3.68E-38
cg05610148	14975	2435	3.68E-38	16998	1915	3.68E-38	7254	1212	3.68E-38	11361	1635	3.68E-38	13982	2128	3.68E-38	12421	2002	3.68E-38
cg05610379	15031	1252	3.68E-38	15207	1010	3.68E-38	6495	644	3.68E-38	10019	913	3.68E-38	14278	1078	3.68E-38	14324	1216	3.68E-38
cg05612904	14137	1161	3.68E-38	15824	911	3.68E-38	6924	672	3.68E-38	10088	836	3.68E-38	12504	982	3.68E-38	10494	913	3.68E-38
cg05615150	2574	2830	3.68E-38	2248	2123	1.16E-22	537	2524	7.93E-21	743	2963	5.93E-19	1992	4114	1.38E-34	1843	3804	3.68E-38
cg05615487	9946	1125	3.68E-38	10720	883	3.68E-38	1440	4408	3.68E-38	1503	6511	3.68E-38	9483	696	3.68E-38	8909	700	3.68E-38
cg05619712	1176	393	0.2130709	985	294	0.2746902	420	778	0.03567003	454	902	0.1082883	1342	584	0.03853628	1414	459	0.01199706
cg05621401	2258	599	5.46E-07	2053	389	2.76E-05	811	3443	3.68E-38	1053	4120	3.68E-38	3199	494	3.16E-10	2594	450	8.35E-09
cg05621759	1628	437	0.008979681	1340	245	0.06651527	286	1724	2.04E-07	355	2405	4.08E-09	345	1939	0.003878914	413	1596	0.004018614
cg05624196	2469	1131	2.48E-13	2155	921	1.77E-09	1456	637	3.35E-08	1859	687	1.94E-07	2849	1067	7.95E-12	2876	944	1.56E-15
cg05624932	2391	300	6.85E-06	1963	278	0.000291635	4051	357	3.68E-38	5014	344	3.68E-38	4462	383	6.54E-20	3577	406	3.20E-17
cg05626013	814	283	0.757672	509	189	0.8679841	718	223	0.2204444	787	270	0.3931912	1446	252	0.115411	1070	210	0.2937745
cg05627103	5940	5195	3.68E-38	5650	5636	3.68E-38	2571	3531	3.68E-38	3799	6273	3.68E-38	5302	5870	3.68E-38	5026	5267	3.68E-38
cg05628549	966	14561	3.68E-38	773	15721	3.68E-38	563	6449	3.68E-38	755	8756	3.68E-38	830	13627	3.68E-38	934	12455	3.68E-38
cg05633152	9182	4913	3.68E-38	8361	4657	3.68E-38	1159	5154	3.68E-38	1520	7905	3.68E-38	9475	3809	3.68E-38	8179	3193	3.68E-38
cg05636175	9952	16171	3.68E-38	8559	16744	3.68E-38	6176	7294	3.68E-38	9474	11293	3.68E-38	16109	2148	3.68E-38	15189	2041	3.68E-38
cg05637351	4938	332	3.18E-36	4930	231	8.69E-34	1227	1487	1.47E-15	1242	1278	3.01E-07	1967	325	0.003654578	1424	271	0.04071188
cg05637892	13169	1484	3.68E-38	14243	1104	3.68E-38	6436	916	3.68E-38	9579	1287	3.68E-38	9244	1243	3.68E-38	8581	1167	3.68E-38
cg05641882	4760	283	2.09E-32	4891	237	2.82E-33	5557	329	3.68E-38	8722	341	3.68E-38	6123	299	3.68E-38	4775	282	1.02E-30
cg05641961	4823	360	9.81E-35	6551	171	3.68E-38	5039	274	3.68E-38	6870	365	3.68E-38	6888	322	3.68E-38	5662	337	3.68E-38
cg05642698	13176	2047	3.68E-38	12790	1287	3.68E-38	4645	870	3.68E-38	7430	1133	3.68E-38	11191	1434	3.68E-38	9550	1483	3.68E-38
cg05646865	2339	11728	3.68E-38	1915	12318	3.68E-38	772	6063	3.68E-38	1005	8988	3.68E-38	1092	10508	3.68E-38	1259	10534	3.68E-38
cg05647526	8079	761	3.68E-38	8385	679	3.68E-38	4576	341	3.68E-38	6868	456	3.68E-38	7447	598	3.68E-38	6634	675	3.68E-38
cg05647859	3910	1296	3.99E-35	3775	810	1.91E-25	2300	687	1.24E-19	3053	1086	8.71E-25	4360	1270	1.52E-28	4058	1205	8.82E-34
cg05649009	514	810	0.4920259	331	547	0.7208609	302	1093	0.004731753	359	1035	0.08718699	371	1448	0.06673248	338	1290	0.06072288
cg05650171	3535	973	2.75E-24	3577	524	2.13E-19	1660	3460	3.68E-38	1607	4214	3.68E-38	2838	2840	3.99E-29	2212	2092	8.05E-21
cg05650565	14076	646	3.68E-38	12534	502	3.68E-38	5035	287	3.68E-38	7995	366	3.68E-38	11448	549	3.68E-38	10084	539	3.68E-38
cg05650764	4730	310	2.34E-32	3020	210	1.02E-10	5086	278	3.68E-38	5936	286	3.68E-38	4806	299	1.38E-22	3830	217	6.57E-18
cg05654163	1070	1222	0.001016882	808	888	0.03362316	389	2827	1.89E-23	406	3673	6.29E-24	2372	885	1.76E-07	2277	779	6.82E-09
cg05654164	4640	318	4.93E-31	3792	249	1.04E-18	3784	261	3.68E-38	5200	348	3.68E-38	3895	540	4.65E-16	3610	506	1.15E-18
cg05655041	1918	1744	5.75E-14	1248	1339	4.08E-06	690	1574	5.79E-10	853	1810	2.49E-08	1869	1735	1.26E-09	1448	1683	1.88E-09
cg05655556	4171	366	1.07E-24	3602	238	1.68E-16	4229	582	3.68E-38	5610	746	3.68E-38	5642	403	8.89E-34	4206	308	2.24E-23
cg05656180	5989	1054	3.68E-38	7244	888	3.68E-38	1428	3352	3.68E-38	2394	5052	3.68E-38	7273	964	3.68E-38	7609	829	3.68E-38
cg05656364	3059	9218	3.68E-38	1979	7816	3.68E-38	1577	3936	3.68E-38	2594	6241	3.68E-38	3038	7581	3.68E-38	2731	6887	3.68E-38
cg05657090	2576	1299	2.82E-16	2168	747	2.83E-08	266	3526	1.17E-34	353	4511	1.96E-36	2623	1485	2.62E-13	1903	1174	4.78E-09
cg05657520	1195	7289	3.68E-38	885	7972	3.68E-38	588	4159	3.68E-38	905	6162	3.68E-38	988	7211	3.68E-38	1010	7539	3.68E-38
cg05658858	5535	226	3.68E-38	3929	204	9.03E-20	4690	194	3.68E-38	5827	257	3.68E-38	6699	242	3.68E-38	5457	295	3.68E-38
cg05659526	1188	7027	3.68E-38	989	6353	3.68E-38	628	3932	3.68E-38	898	5291	3.68E-38	991	6384	3.68E-38	1312	5433	3.68E-38
cg05659947	8280	2591	3.68E-38	8711	2389	3.68E-38	4274	1587	3.68E-38	5656	1929	3.68E-38	8375	1321	3.68E-38	7460	1141	3.68E-38
cg05660795	4670	9747	3.68E-38	4298	8222	3.68E-38	2311	8053	3.68E-38	2393	10823	3.68E-38	830	13875	3.68E-38	782	10544	3.68E-38
cg05661333	11025	644	3.68E-38	10643	559	3.68E-38	3999	277	3.68E-38	6319	362	3.68E-38	8594	491	3.68E-38	8226	529	3.68E-38
cg05661838	5951	4237	3.68E-38	7402	3379	3.68E-38	2280	4696	3.68E-38	3097	6461	3.68E-38	9570	901	3.68E-38	8722	860	3.68E-38
cg05662500	15908	1457	3.68E-38	17506	993	3.68E-38	7405	1611	3.68E-38	10067	2244	3.68E-38	14388	1285	3.68E-38	14551	1222	3.68E-38
cg05663262	1003	601	0.1822979	932	442	0.1896441	443	1042	0.001556044	536	1137	0.01195946	1408	506	0.0411101	1065	398	0.1419525
cg05664072	2870	349	8.71E-10	3234	287	2.64E-13	2155	1619	2.83E-34	2702	1680	1.99E-28	4188	1350	1.90E-27	2919	1107	1.11E-17
cg05666713	13655	741	3.68E-38	12535	501	3.68E-38	7172	5857	3.68E-38	9149	6122	3.68E-38	11303	4721	3.68E-38	9346	3284	3.68E-38
cg05668720	6732	322	3.68E-38	5693	246	3.68E-38	3920	280	3.68E-38	4628	280	3.24E-37	6636	298	3.68E-38	4834	358	1.04E-32
cg05668853	8443	19125	3.68E-38	9268	19832	3.68E-38	8228	951	3.68E-38	13236	1452	3.68E-38	4179	16826	3.68E-38	3272	15861	3.68E-38
cg05669100	4618	1296	3.68E-38	4500	1018	3.68E-38	2794	738	2.59E-29	4594	1011	3.68E-38	3461	1282	6.54E-19	4414	1077	2.38E-37
cg05669210	3628	1058	7.50E-27	4030	833	2.57E-29	3290	538	1.95E-35	4915	776	3.68E-38	5021	923	1.84E-32	4520	914	1.93E-36
cg05669980	15184	831	3.68E-38	15588	530	3.68E-38	6720	391	3.68E-38	10601	480	3.68E-38	12431	699	3.68E-38	10839	643	3.68E-38
cg05670275	19552	853	3.68E-38	21391	646	3.68E-38	7898	415	3.68E-38	12581	478	3.68E-38	16273	693	3.68E-38	15423	624	3.68E-38
cg05670348	15671	999	3.68E-38	17083	680	3.68E-38	6931	506	3.68E-38	10117	746	3.68E-38	13728	794	3.68E-38	13503	733	3.68E-38
cg05670408	16447	4100	3.68E-38	17863	3522	3.68E-38	7424	690	3.68E-38	11522	1068	3.68E-38	13047	4200	3.68E-38	12188	3602	3.68E-38
cg05670596	10779	463	3.68E-38	9000	528	3.68E-38	3458	4970	3.68E-38	3527	6274	3.68E-38	8925	716	3.68E-38	7059	794	3.68E-38
cg05671018	764	3390	1.35E-19	557	3669	7.09E-21	403	3846	3.68E-38	521	3571	4.11E-24	928	4520	2.14E-26	714	3601	5.97E-21
cg05671350	685	1830	7.49E-05	373	1450	0.0137258	259	2445	2.03E-15	308	2191	4.26E-07	407	4254	3.98E-18	299	3613	1.79E-16
cg05672265	9642	300	3.68E-38	7759	225	3.68E-38	8200	243	3.68E-38	9234	281	3.68E-38	10276	286	3.68E-38	8269	240	3.68E-38
cg05673087	11750	1209	3.68E-38	12351	911	3.68E-38	6438	813	3.68E-38	9629	1084	3.68E-38	8972	7918	3.68E-38	7949	6649	3.68E-38
cg05674036	4250	529	3.03E-28	3781	385	3.69E-20	504	3294	8.68E-35	478	3217	8.14E-19	4904	689	4.23E-28	4841	559	6.66E-36
cg05674199	2539	7158	3.68E-38	1874	6458	3.68E-38	679	4129	3.68E-38	937	6101	3.68E-38	2842	6615	3.68E-38	2390	6185	3.68E-38
cg05674444	1587	472	0.00945107	1539	395	0.0056578	1292	718	2.04E-07	1430	787	2.99E-05	1696	663	0.002187179	1704	546	0.000407883
cg05674944	5009	975	3.68E-38	3858	629	3.77E-24	3679	1068	3.68E-38	5657	1367	3.68E-38	5895	430	1.43E-37	4513	374	2.64E-28
cg05675373	15483	5267	3.68E-38	17490	3521	3.68E-38	583	6733	3.68E-38	959	11300	3.68E-38	989	13548	3.68E-38	840	14328	3.68E-38
cg05676042	2674	249	1.86E-07	2186	193	5.99E-05	3501	221	3.57E-33	4623	238	2.22E-36	3331	251	1.76E-09	2446	256	1.63E-06
cg05677402	14494	2225	3.68E-38	16386	1430	3.68E-38	7192	622	3.68E-38	11374	966	3.68E-38	13607	1021	3.68E-38	12527	860	3.68E-38
cg05678175	11387	644	3.68E-38	14621	507	3.68E-38	5545	339	3.68E-38	9489	442	3.68E-38	12645	581	3.68E-38	10463	560	3.68E-38
cg05678938	8294	260	3.68E-38	8164	214	3.68E-38	8295	200	3.68E-38	10219	226	3.68E-38	10794	244	3.68E-38	8469	236	3.68E-38
cg05679521	2689	319	4.34E-08	3277	205	6.11E-13	2734	194	1.04E-18	2673	262	1.23E-10	4676	272	5.98E-21	3132	275	1.10E-11
