	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg13563391	0.0321070655495977	0.849887162501487	4.74113852531637	1.87960469485566e-05	0.0122766524904801	1.78073245958142	0.833833629726689	0.865940695276286	0.0321070655495976	6	11795926	F	II		IGR	opensea	IGR-opensea		rs575676551	1
cg09880921	0.0432760339634536	0.586931099595582	4.74087811036198	1.88125775119052e-05	0.0122766524904801	1.77987265515493	0.565293082613856	0.608569116577309	0.0432760339634535	15	99214666	F	II	IGF1R	Body	opensea	Body-opensea		rs369503489;rs559380392;rs192202557	1;27;43
cg10540712	0.0296633241350557	0.881148323007274	4.74073218457032	1.88218467939751e-05	0.0122766524904801	1.77939086382868	0.866316660939745	0.895979985074802	0.0296633241350561	6	169689318	F	II		IGR	opensea	IGR-opensea		rs145601814;rs550687986;rs569265634	19;27;28
cg15321908	0.0322604771846697	0.414364384609598	4.74010850017572	1.88615140922204e-05	0.0122917717466302	1.77733175716952	0.398234146017263	0.430494623201933	0.0322604771846697	3	53187213	R	II		IGR	shelf	IGR-shelf	chr3:53190509-53190764	rs563503742	12
cg07786372	0.0345212589291199	0.265310092978227	4.73826716553395	1.89791051216202e-05	0.0123526636678599	1.77125313464992	0.248049463513668	0.282570722442787	0.0345212589291199	12	49654087	F	II	TUBA1C	5'UTR	opensea	5'UTR-opensea		rs552947874;rs529235556	1;10
cg01344171	0.0313614195872237	0.342318865164222	4.73812693800445	1.89880897342119e-05	0.0123526636678599	1.77079025046796	0.32663815537061	0.357999574957834	0.0313614195872237	6	43612647	R	II	RSPH9	TSS200	shore	TSS200-shore	chr6:43612714-43613366	rs184017362;rs542680925;rs113646154;rs554349048	34;24;20;15
cg20657864	0.0260453619975007	0.752046569839845	4.73776966555866	1.90109996467392e-05	0.012356785130457	1.7696109344652	0.739023888841095	0.765069250838595	0.0260453619975005	8	142248258	F	I		IGR	opensea	IGR-opensea		rs140607603;rs534388888;rs553057340	0;1;42
cg02045161	0.0309821257479012	0.455312803217484	4.73721574820752	1.90465729540703e-05	0.0123691232067092	1.76778258053178	0.439821740343533	0.470803866091434	0.0309821257479014	16	18948267	R	II		IGR	opensea	IGR-opensea		rs539506128	2
cg24823912	0.0372289673866886	0.341799401085943	4.73655813749285	1.90888904032256e-05	0.012381322762062	1.7656120607858	0.323184917392599	0.360413884779287	0.0372289673866887	12	112215782	F	II	ALDH2	Body	opensea	Body-opensea		rs374137756	23
cg06405627	0.0210942571404164	0.898878309195481	4.73640786653003	1.90985733283944e-05	0.012381322762062	1.76511608977311	0.888331180625273	0.909425437765689	0.0210942571404159	2	11166106	R	II		IGR	opensea	IGR-opensea		rs556671446	1
cg13611924	0.0388142768397114	0.504890346330884	4.73468843299643	1.92097111779333e-05	0.0123946831157935	1.75944149251173	0.485483207911028	0.524297484750739	0.0388142768397113	14	76309091	F	II	TTLL5	Body	opensea	Body-opensea			
cg05499018	0.0353496094971514	0.7438183721229	4.73467356126644	1.92106751946892e-05	0.0123946831157935	1.75939241507834	0.726143567374324	0.761493176871476	0.0353496094971514	18	37321978	F	II	LINC00669	Body	opensea	Body-opensea		rs17805622;rs529918587	5;9
cg11842502	0.0395318422748749	0.341666699773403	4.73440592533357	1.92280320346032e-05	0.0123946831157935	1.75850921317352	0.321900778635966	0.361432620910841	0.0395318422748749	6	111862202	R	II		IGR	opensea	IGR-opensea		rs563547510;rs145070488	34;8
cg06405129	0.0323266482210952	0.291816402780556	4.73439428802504	1.92287870913192e-05	0.0123946831157935	1.75847081032817	0.275653078670008	0.307979726891103	0.0323266482210951	11	3163861	R	II	OSBPL5	5'UTR	opensea	5'UTR-opensea		rs576938683	31
cg09854615	0.0286083940411032	0.58795450277593	4.73416348719712	1.92437680192765e-05	0.0123946831157935	1.75770918019453	0.573650305755378	0.602258699796481	0.0286083940411032	11	69259788	F	I		IGR	shore	IGR-shore	chr11:69258149-69258544	rs570638998	50
cg08659674	0.0272455300205707	0.467133733961845	4.73394319611139	1.92580774584551e-05	0.0123946831157935	1.75698224440283	0.453510968951559	0.48075649897213	0.0272455300205707	9	136892236	F	II	LINC00094	Body	shore	Body-shore	chr9:136890463-136891448	rs180988525	51
cg22528063	0.0344783004269826	0.390780863207081	4.73388174845096	1.92620707737528e-05	0.0123946831157935	1.75677947626296	0.37354171299359	0.408020013420572	0.0344783004269826	9	127114914	R	II	LOC100129034	TSS1500	opensea	TSS1500-opensea		rs10611237;rs397737808;rs184315431	43;41;1
cg01494082	0.0424639344484809	0.351750804794894	4.73343729290393	1.92909789273898e-05	0.0123946831157935	1.75531286795954	0.330518837570653	0.372982772019134	0.0424639344484808	21	40694070	R	II	BRWD1-AS1	Body	opensea	Body-opensea		rs183683868	1
cg27658601	0.0183402087802502	0.773004126774505	4.73305941076502	1.93155905138831e-05	0.0123946831157935	1.75406597761277	0.76383402238438	0.78217423116463	0.0183402087802503	17	80794081	F	I	TBCD	Body	shelf	Body-shelf	chr17:80790368-80790581	rs145666087;rs114826858;rs148897581	0;25;34
cg07014708	0.0317771790208083	0.880000554341916	4.73285053475799	1.93292078961559e-05	0.0123946831157935	1.75337676926929	0.864111964831511	0.89588914385232	0.0317771790208086	15	33022570	F	II	GREM1	5'UTR	opensea	5'UTR-opensea		rs11854391	12
cg25656283	0.0469227128169648	0.446454458819979	4.73281152108969	1.93317523821689e-05	0.0123946831157935	1.75324804081282	0.422993102411496	0.469915815228461	0.0469227128169648	10	50733196	R	II	ERCC6	Body	opensea	Body-opensea		rs538827405;rs557238775;rs192280143;rs542664606;rs554381762;rs572766266	33;28;13;12;2;1
cg18477820	0.0256239400289313	0.374539358098933	4.73278693056424	1.93333563542925e-05	0.0123946831157935	1.75316690277386	0.361727388084467	0.387351328113398	0.0256239400289313	5	134684795	R	II	H2AFY	Body	opensea	Body-opensea		rs149128329	2
cg21274440	0.0315685965036799	0.71808282900537	4.73266892735071	1.93410551954384e-05	0.0123946831157935	1.75277754565535	0.70229853075353	0.733867127257211	0.0315685965036803	10	14417400	R	II		IGR	opensea	IGR-opensea		rs555111799;rs138299162;rs531364120	36;25;5
cg04524488	0.0396177572490925	0.329182099040406	4.73250221085571	1.93519373474687e-05	0.0123946831157935	1.75222746289176	0.30937322041586	0.348990977664952	0.0396177572490925	8	122439189	R	II		IGR	opensea	IGR-opensea		rs371890467;rs549254767	44;23
cg12488810	0.0431540469195857	0.845880935985007	4.73043252169612	1.94875342859936e-05	0.0124562848569861	1.74539909806272	0.824303912525214	0.8674579594448	0.0431540469195858	6	75884860	R	II	COL12A1	Body	opensea	Body-opensea		rs568432319;rs191863996;rs554348257;rs572007088	36;35;2;1
cg10670430	0.037762032942419	0.362606192300166	4.72989770507163	1.95227244300925e-05	0.0124562848569861	1.74363479839275	0.343725175828956	0.381487208771375	0.037762032942419	3	196755688	F	II	MFI2	Body	island	Body-island	chr3:196755677-196757374	rs140660554;rs3773848	48;49
cg26523924	0.0359101514282928	0.571691066573758	4.72967916496885	1.95371219846499e-05	0.0124562848569861	1.74291388047105	0.553735990859611	0.589646142287904	0.0359101514282929	18	43620923	F	II	PSTPIP2	Body	opensea	Body-opensea		rs139080339;rs188256605;rs549842013;rs16978518	19;40;41;42
cg23324868	0.0196010235585959	0.906418400941105	4.72950665019606	1.95484947204126e-05	0.0124562848569861	1.7423447991425	0.896617889161807	0.916218912720403	0.0196010235585964	4	190760386	R	II		IGR	opensea	IGR-opensea		rs369831816;rs551133717	44;19
cg00205076	0.0411453779348963	0.594050887733826	4.72939863249273	1.95556189060031e-05	0.0124562848569861	1.74198848076144	0.573478198766378	0.614623576701274	0.0411453779348961	18	683501	F	II	ENOSF1	Body	opensea	Body-opensea		rs561041611	35
cg21205288	0.0220026098940403	0.849002392207284	4.72934653950481	1.9559055550663e-05	0.0124562848569861	1.74181664251215	0.838001087260264	0.860003697154305	0.0220026098940407	11	69001516	R	I		IGR	opensea	IGR-opensea			
cg20595219	0.038437774464832	0.648147362136515	4.72925535163726	1.95650727639079e-05	0.0124562848569861	1.74151584433503	0.628928474904099	0.667366249368931	0.0384377744648322	2	54141234	F	II	PSME4	Body	opensea	Body-opensea		rs181993991	45
cg02316506	0.036368982834127	0.379251806796783	4.7289781908662	1.95833729227264e-05	0.0124572976521624	1.74060159710908	0.361067315379719	0.397436298213846	0.036368982834127	3	42694803	F	II	ZBTB47	TSS1500	shore	TSS1500-shore	chr3:42695528-42696575	rs527787777;rs541513203	15;43
cg19232326	0.0380347905944102	0.287115910497262	4.72828855623584	1.96289805080347e-05	0.0124631103796153	1.73832684255063	0.268098515200057	0.306133305794467	0.0380347905944102	19	1902026	F	II		IGR	shelf	IGR-shelf	chr19:1905106-1905835	rs568817878;rs145995246;rs148701790;rs181813179	0;18;30;51
cg12468231	0.0243774509336884	0.898354326025336	4.72801263889421	1.96472569166654e-05	0.0124631103796153	1.73741676565794	0.886165600558492	0.910543051492181	0.0243774509336885	2	69944999	R	II		IGR	opensea	IGR-opensea		rs561620496;rs113586633;rs78872250	44;10;9
cg26478599	0.0312010091525814	0.304886209503893	4.72778465526289	1.96623708554008e-05	0.0124631103796153	1.73666480659098	0.289285704927603	0.320486714080184	0.0312010091525814	7	41747322	R	II	LOC285954	Body	shore	Body-shore	chr7:41745178-41745462	rs181429213	22
cg02203881	0.033114514653404	0.854342539315768	4.72766740884088	1.96701480269723e-05	0.0124631103796153	1.73627809760095	0.837785281989066	0.87089979664247	0.033114514653404	15	42386909	F	II	PLA2G4D	TSS200	opensea	TSS200-opensea		rs112769599;rs564860047	1;47
cg25662694	0.0420383001745771	0.677983843049162	4.72746442581407	1.96836194024189e-05	0.0124631103796153	1.73560861552371	0.656964692961874	0.699002993136451	0.0420383001745769	6	39015779	F	II	GLP1R	TSS1500	shore	TSS1500-shore	chr6:39016307-39016998	rs537630499;rs557252711;rs577088996	1;17;48
cg02236679	0.0282309076614452	0.861873909670056	4.72710810248228	1.97072894114934e-05	0.0124631103796153	1.73443340955269	0.847758455839334	0.875989363500779	0.0282309076614452	16	78782477	F	II	WWOX	Body	opensea	Body-opensea		rs563057433;rs531879898;rs542337813;rs562115823	0;5;31;32
cg24565089	0.0164632542293814	0.928046834118874	4.72707438166253	1.97095308795464e-05	0.0124631103796153	1.73432219510097	0.919815207004184	0.936278461233565	0.0164632542293813	17	79201972	R	II		IGR	opensea	IGR-opensea			
cg23830184	0.0268509467935005	0.891576423170267	4.72566164028887	1.98036627928982e-05	0.0125092281743242	1.72966310425894	0.878150949773517	0.905001896567018	0.0268509467935005	21	27425818	R	II	APP	Body	opensea	Body-opensea		rs527414240;rs188481594	40;3
cg26449206	0.0411450180887133	0.402389442654592	4.72547665713942	1.98160209594769e-05	0.0125092281743242	1.72905308504531	0.381816933610236	0.422961951698949	0.0411450180887133	3	119712716	R	II	GSK3B	Body	opensea	Body-opensea		rs569405366;rs535199911;rs188070669;rs141566620	30;20;17;2
cg15893090	0.0271991385253865	0.218060721322425	4.72510455003676	1.98409032371057e-05	0.0125143391781328	1.72782601366501	0.204461152059732	0.231660290585119	0.0271991385253865	1	153619315	F	II		IGR	opensea	IGR-opensea		rs546952761;rs186982019	25;44
cg02698507	0.0457310853230836	0.68064921333676	4.72448481205383	1.98824123033821e-05	0.0125236667212385	1.72578242679945	0.657783670675218	0.703514755998302	0.0457310853230836	19	6091873	F	II	RFX2	5'UTR	opensea	5'UTR-opensea		rs536479166	50
cg14790391	0.0451938496572761	0.474129232781851	4.72396782872576	1.99171042008339e-05	0.0125236667212385	1.72407774950979	0.451532307953213	0.496726157610489	0.045193849657276	18	456806	F	II	COLEC12	Body	opensea	Body-opensea			
cg09383132	0.0200979571343331	0.253731611752571	4.7238609956101	1.99242805825704e-05	0.0125236667212385	1.72372549147415	0.243682633185405	0.263780590319738	0.0200979571343332	19	45258265	F	II	BCL3	Body	shore	Body-shore	chr19:45257703-45257918	rs147240905;rs7251293	24;27
cg18740911	0.0219573509309153	0.211910879399297	4.72373304250785	1.99328790120682e-05	0.0125236667212385	1.72330359894419	0.200932203933839	0.222889554864755	0.0219573509309153	16	56886303	R	II		IGR	opensea	IGR-opensea			
cg02052762	0.0291580013315488	0.291695874737778	4.72363182265014	1.99396835505978e-05	0.0125236667212385	1.7229698554298	0.277116874072003	0.306274875403552	0.0291580013315488	17	4090525	F	II	ANKFY1	Body	opensea	Body-opensea		rs115736596;rs139120581;rs375727184	24;32;38
cg13325414	0.0394756980941786	0.521898940842827	4.72260426181784	2.00088908036372e-05	0.0125502419744176	1.71958191767776	0.502161091795738	0.541636789889917	0.0394756980941785	17	37263749	F	II	PLXDC1	Body	opensea	Body-opensea		rs143743274	30
cg17315929	0.0348166249278616	0.596017609540167	4.7224672902159	2.00181337612835e-05	0.0125502419744176	1.7191303336548	0.578609297076236	0.613425922004098	0.0348166249278615	18	27472783	F	II		IGR	opensea	IGR-opensea		rs189681913	0
cg02694449	0.0535176671060557	0.685535511051073	4.72215976235803	2.00389012607602e-05	0.0125502419744176	1.71811645747905	0.658776677498045	0.7122943446041	0.0535176671060554	6	42679734	F	II	PRPH2	Body	opensea	Body-opensea		rs531671104;rs551506214	0;1
cg15457217	0.0293839367952234	0.413015014323573	4.72200542443464	2.00493317374149e-05	0.0125502419744176	1.71760763623903	0.398323045925961	0.427706982721184	0.0293839367952234	2	224780409	R	II	WDFY1	Body	opensea	Body-opensea		rs527436957;rs547468941;rs567180970	49;2;1
cg02593884	0.0315413020554979	0.38505216256259	4.72162032543071	2.00753807585207e-05	0.0125560054246127	1.71633806880159	0.369281511534841	0.400822813590339	0.0315413020554979	16	2984574	R	II	FLYWCH1	Body	opensea	Body-opensea		rs76530521	34
cg26471982	0.0412975105911963	0.488224129414482	4.7205570142619	2.01474782162435e-05	0.0125759806661108	1.71283281843207	0.467575374118884	0.50887288471008	0.0412975105911964	8	10701153	R	II		IGR	shelf	IGR-shelf	chr8:10697016-10697634	rs141212934;rs113527281;rs7005389	49;45;41
cg14734993	0.0370207721049528	0.776875341622482	4.72055193486266	2.01478232321186e-05	0.0125759806661108	1.71281607468006	0.758364955570005	0.795385727674958	0.0370207721049529	2	212302388	F	II	ERBB4	Body	opensea	Body-opensea		rs573576969	1
cg14292538	0.038364248691214	0.742798692873111	4.72022224475265	2.01702296850794e-05	0.0125759806661108	1.7117292971816	0.723616568527504	0.761980817218718	0.0383642486912141	20	35408116	R	II	SOGA1	Body	opensea	Body-opensea			
cg15483437	0.0397110855072409	0.498164142584053	4.72015514778704	2.01747927330275e-05	0.0125759806661108	1.71150812483608	0.478308599830433	0.518019685337674	0.039711085507241	9	77853226	R	II		IGR	opensea	IGR-opensea		rs551486561;rs2095058;rs184713268;rs189992028;rs567396722	50;40;17;13;5
cg00372003	0.0353684201570351	0.851807659930824	4.71954761286064	2.02161553488971e-05	0.0125912363115727	1.70950555499162	0.834123449852307	0.869491870009342	0.0353684201570349	5	6708035	R	II	LOC100505625	TSS1500	opensea	TSS1500-opensea		rs79516756	40
cg15117322	0.0378392237140797	0.310004174702999	4.71821860341429	2.03069281732857e-05	0.0126201134066477	1.7051251788819	0.291084562845959	0.328923786560039	0.0378392237140797	12	26676849	R	II	ITPR2	Body	opensea	Body-opensea		rs115081286;rs191255254	18;12
cg24980366	0.0258727065842973	0.890996201690403	4.71815856090948	2.03110385700866e-05	0.0126201134066477	1.70492729136897	0.878059848398254	0.903932554982551	0.0258727065842972	14	99989056	F	II	CCDC85C	Body	opensea	Body-opensea			
cg12483340	0.0294387619848314	0.301548571467067	4.71764559160792	2.03461887740086e-05	0.0126201134066477	1.70323669020028	0.286829190474652	0.316267952459483	0.0294387619848315	15	42503039	R	II	TMEM87A	3'UTR	shelf	3'UTR-shelf	chr15:42500160-42500561	rs547335192	2
cg17315457	0.0405553889388857	0.559741053344014	4.71746393432105	2.03586507825945e-05	0.0126201134066477	1.70263801574039	0.539463358874572	0.580018747813457	0.0405553889388857	3	23846121	F	II	UBE2E1-AS1	Body	shore	Body-shore	chr3:23847871-23848633	rs542735838;rs55646451	1;20
cg14098261	0.0260342487670016	0.891843812097513	4.71746117722168	2.03588399821256e-05	0.0126201134066477	1.70262892943831	0.878826687714012	0.904860936481013	0.0260342487670016	3	13503507	F	II		IGR	opensea	IGR-opensea			
cg23647367	0.0383884888062915	0.855161355616848	4.71709799375787	2.03837776877681e-05	0.0126201134066477	1.70143203855846	0.835967111213702	0.874355600019994	0.0383884888062919	4	8338731	R	II		IGR	opensea	IGR-opensea		rs573113925;rs145052811	20;2
cg18385689	0.0331464033925406	0.360393329262366	4.7170554766603	2.03866990494147e-05	0.0126201134066477	1.70129192338818	0.343820127566096	0.376966530958637	0.0331464033925405	1	226136936	F	II		IGR	opensea	IGR-opensea		rs540947470;rs376411251;rs147404573	0;4;38
cg03977367	-0.0262077657064139	0.135065566648548	-4.7168919088881	2.03979416668595e-05	0.0126201134066477	1.70075288988301	0.148169449501755	0.121961683795342	-0.0262077657064139	11	64570846	F	I	MAP4K2	TSS200	island	TSS200-island	chr11:64570248-64570901	rs534564774;rs563648776	3;20
cg00357551	0.0339698247468144	0.307135117398839	4.71651654931984	2.04237645167274e-05	0.0126256121995247	1.69951592808066	0.290150205025432	0.324120029772247	0.0339698247468144	5	169407472	F	II	FAM196B	5'UTR	opensea	5'UTR-opensea		rs185624616;rs561828721	0;12
cg14499274	0.0429750820346702	0.542147352877978	4.71448668931597	2.05639652997388e-05	0.0127017497282383	1.69282735169242	0.520659811860643	0.563634893895313	0.0429750820346702	9	136705398	F	II	VAV2	Body	opensea	Body-opensea		rs113770334;rs566642825	42;45
cg18438894	0.037534246796957	0.661294152894484	4.71380685483655	2.06111316366542e-05	0.0127203441612679	1.69058747376458	0.642527029496005	0.680061276292963	0.037534246796957	1	184377525	F	II	C1orf21	5'UTR	opensea	5'UTR-opensea		rs7538587	44
cg02871300	0.0322898094339077	0.19438036245981	4.71352200492498	2.06309258151753e-05	0.0127220288346866	1.68964900308926	0.178235457742856	0.210525267176764	0.0322898094339077	3	171547024	F	II		IGR	opensea	IGR-opensea			
cg02575483	0.0261954438567275	0.22456133240239	4.71233249200667	2.0713786619502e-05	0.0127326771940838	1.68573024476225	0.211463610474026	0.237659054330753	0.0261954438567276	6	117826706	F	II	DCBLD1	Body	opensea	Body-opensea		rs9285420	18
cg24652994	0.023041004294316	0.905956557044224	4.71219491196845	2.07233914057022e-05	0.0127326771940838	1.68527702174002	0.894436054897066	0.917477059191382	0.0230410042943159	7	122011261	F	II	CADPS2	Body	opensea	Body-opensea		rs571881544;rs116359524;rs557730025	1;36;51
