	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg02622254	0.0287929729746196	0.223550950919225	4.58573778638019	3.17094349239018e-05	0.0108143968892711	1.26868239257523	0.209154464431915	0.237947437406535	0.0287929729746197	2	175895436	F	II		IGR	opensea	IGR-opensea			
cg02143350	0.0295204046870521	0.29794517880876	4.58507099766922	3.17801392048233e-05	0.0108335544678068	1.2665091301265	0.283184976465234	0.312705381152286	0.029520404687052	15	38804022	F	II	RASGRP1	Body	opensea	Body-opensea		rs117875487;rs560336446	11;27
cg23091723	0.0307501618457809	0.289762899805166	4.58463983568634	3.18259404749099e-05	0.0108425221851463	1.26510391174823	0.274387818882275	0.305137980728056	0.0307501618457809	1	35920054	R	II	KIAA0319L	Body	opensea	Body-opensea		rs149729424	44
cg06405627	0.0211404934891817	0.898705652129219	4.58454961324375	3.18355327543502e-05	0.0108425221851463	1.26480987056137	0.888135405384628	0.90927589887381	0.0211404934891817	2	11166106	R	II		IGR	opensea	IGR-opensea		rs556671446	1
cg24822419	0.038630264179234	0.535108932655267	4.58429264068262	3.18628691045824e-05	0.0108468772044754	1.26397239174669	0.51579380056565	0.554424064744884	0.0386302641792341	20	49214324	F	II	FAM65C	Body	opensea	Body-opensea		rs573239020;rs563213964	0;21
cg16442312	0.0369444201437023	0.706685074703943	4.58414621939247	3.18784554544827e-05	0.0108472300949656	1.26349521008898	0.688212864632092	0.725157284775794	0.0369444201437021	2	174279907	R	II		IGR	opensea	IGR-opensea		rs190797512;rs535653580;rs183400530	51;49;1
cg25448856	0.0363781873819709	0.294815504900164	4.58399260576507	3.18948154420561e-05	0.0108478457878126	1.26299459535202	0.276626411209179	0.31300459859115	0.036378187381971	12	93172875	R	II	EEA1	Body	opensea	Body-opensea		rs187712734;rs537330520;rs192639439	38;37;6
cg06356163	0.0351632129038971	0.542687051454125	4.58369201723896	3.19268521679589e-05	0.0108516457345318	1.26201502018913	0.525105445002176	0.560268657906073	0.0351632129038971	16	24998670	R	II	ARHGAP17	Body	opensea	Body-opensea		rs576305794	43
cg26460952	0.0394374377415425	0.622068744288344	4.58361468491224	3.19350993410881e-05	0.0108516457345318	1.26176300927257	0.602350025417573	0.641787463159115	0.0394374377415425	15	96590167	F	II		IGR	opensea	IGR-opensea			
cg09178384	0.0393315218092198	0.471188324958897	4.58315801691819	3.1983843634569e-05	0.0108632578483795	1.26027485199574	0.451522564054287	0.490854085863506	0.0393315218092198	4	170193375	R	II	SH3RF1	TSS1500	shore	TSS1500-shore	chr4:170191357-170192844	rs187824253	26
cg00483217	0.0292034766831415	0.285144699360475	4.58288873704191	3.2012620433156e-05	0.0108680805493124	1.25939736935519	0.270542961018905	0.299746437702046	0.0292034766831415	2	25321917	F	II	EFR3B	Body	opensea	Body-opensea		rs543241401	0
cg27116455	0.0308156185327838	0.795471031297586	4.58253280190874	3.20506966081942e-05	0.010876054502009	1.25823754090779	0.780063222031194	0.810878840563978	0.0308156185327838	13	92058934	R	II	GPC5	Body	opensea	Body-opensea		rs2147190;rs146174940	48;7
cg11720785	0.0281821373856667	0.242667863549893	4.58198131253588	3.21097797850064e-05	0.0108773754345882	1.25644056187703	0.22857679485706	0.256758932242727	0.0281821373856667	18	46580388	F	II	DYM	Body	opensea	Body-opensea		rs138048973;rs560178983;rs143517461	9;13;32
cg17742409	0.0351431685021494	0.48463895429813	4.58195565155063	3.21125315394646e-05	0.0108773754345882	1.25635694992755	0.467067370047055	0.502210538549205	0.0351431685021494	20	9181105	R	II	PLCB4	5'UTR	opensea	5'UTR-opensea		rs181897388;rs184563796	3;1
cg07141215	0.022571474789067	0.855022119965686	4.58170315444483	3.21396203682735e-05	0.0108773754345882	1.25553424101467	0.843736382571152	0.866307857360219	0.022571474789067	16	4308070	F	I	TFAP4	Body	shelf	Body-shelf	chr16:4311695-4311942	rs537940802;rs558262049;rs201333358;rs577738969	0;10;34;36
cg04190393	0.0447530259766212	0.502124219233079	4.58166530957241	3.21436824341754e-05	0.0108773754345882	1.25541093297615	0.479747706244769	0.52450073222139	0.0447530259766212	9	116501754	F	II		IGR	opensea	IGR-opensea		rs547344465	6
cg10871337	0.0330762423919581	0.761243344387051	4.58156437406327	3.2154518768992e-05	0.0108773754345882	1.25508206187329	0.744705223191072	0.77778146558303	0.0330762423919582	1	230443064	R	II		IGR	opensea	IGR-opensea			
cg00208305	0.0306839800642703	0.76645408971583	4.58142459570644	3.21695311384506e-05	0.0108773754345882	1.25462663658163	0.751112099683695	0.781796079747965	0.0306839800642704	5	139938040	R	II	SRA1	TSS1500	shore	TSS1500-shore	chr5:139936755-139937193	rs543022361;rs143950026	32;2
cg13716506	0.0364327171314687	0.354921780638903	4.58129676115347	3.21832667353308e-05	0.0108773754345882	1.25421013136694	0.336705422073168	0.373138139204637	0.0364327171314687	15	91404667	F	II		IGR	opensea	IGR-opensea		rs564465930;rs539675953;rs4932370;rs576149139	35;37;38;46
cg02466078	0.0394254406531058	0.56422728622508	4.5812487783598	3.21884238835166e-05	0.0108773754345882	1.25405379701687	0.544514565898527	0.583940006551633	0.0394254406531058	2	55630452	R	II	CCDC88A	Body	opensea	Body-opensea		rs148333388;rs558023291	47;39
cg00320269	0.0342341649867013	0.259782502741823	4.58117150262631	3.21967311115395e-05	0.0108773754345882	1.25380202372127	0.242665420248472	0.276899585235173	0.0342341649867013	17	437835	R	II	VPS53	Body	opensea	Body-opensea		rs557988923	23
cg00858521	0.0119971638397713	0.945259250568714	4.58109773204088	3.22046634903206e-05	0.0108773754345882	1.25356167217519	0.939260668648829	0.9512578324886	0.0119971638397709	11	45849059	F	II		IGR	opensea	IGR-opensea		rs559011763	0
cg08741882	0.0401091475840808	0.560651198932453	4.58089843910148	3.22261025613532e-05	0.0108773754345882	1.25291236459801	0.540596625140413	0.580705772724494	0.0401091475840807	10	72645476	F	II	PCBD1	Body	shelf	Body-shelf	chr10:72647738-72648317	rs550190119;rs551520939;rs563858065;rs577941909	13;23;24;43
cg13454508	0.033520601879664	0.686179281069125	4.58062885648302	3.22551253248342e-05	0.0108773754345882	1.25203406712639	0.669418980129293	0.702939582008957	0.0335206018796638	6	13688891	R	II	RANBP9	Body	opensea	Body-opensea			
cg19052008	0.0282951663546696	0.45207308599789	4.58060345319055	3.22578615148525e-05	0.0108773754345882	1.25195130451064	0.437925502820556	0.466220669175225	0.0282951663546696	8	128417150	R	II	CASC8	Body	opensea	Body-opensea		rs368465047	38
cg17567300	0.0325604634904899	0.492278807682072	4.58055665367277	3.22629028883547e-05	0.0108773754345882	1.25179883457367	0.475998575936827	0.508559039427317	0.03256046349049	2	208014624	R	II	KLF7	Body	opensea	Body-opensea		rs536746820	25
cg00813386	0.029939453234451	0.292905512110301	4.58045884384968	3.22734417235959e-05	0.0108773754345882	1.25148017820897	0.277935785493075	0.307875238727526	0.029939453234451	10	65264165	F	II		IGR	opensea	IGR-opensea		rs80211554	8
cg23785163	0.0317028076943808	0.657054525595058	4.58003960995157	3.23186516247539e-05	0.0108821145213922	1.2501143791999	0.641203121747868	0.672905929442248	0.0317028076943808	2	1935485	R	II	MYT1L	Body	opensea	Body-opensea		rs540884715	2
cg02321886	0.0389364426899267	0.401979000844289	4.57990565771312	3.23331100085833e-05	0.0108821145213922	1.24967799403873	0.382510779499326	0.421447222189252	0.0389364426899266	3	48598799	F	II		IGR	shelf	IGR-shelf	chr3:48594022-48594853		
cg19307003	0.0461782640986782	0.832396205313802	4.57972208015989	3.23529350783846e-05	0.0108821145213922	1.24907994939673	0.809307073264462	0.855485337363141	0.0461782640986784	11	60775715	F	II	CD6	Body	island	Body-island	chr11:60775036-60776307	rs562102309	14
cg03512319	0.0368654097137177	0.405505680296389	4.57953293627939	3.23733737178401e-05	0.0108821145213922	1.24846378115516	0.38707297543953	0.423938385153248	0.0368654097137177	12	54679846	F	II		IGR	opensea	IGR-opensea		rs540957582;rs146354980	0;12
cg20548156	0.0460717857131131	0.304487180930915	4.57942557946614	3.23849801766217e-05	0.0108821145213922	1.24811405263608	0.281451288074359	0.327523073787472	0.0460717857131131	5	86704131	F	II	CCNH	Body	opensea	Body-opensea		rs143910547;rs533640942	0;31
cg07545743	0.0387892121817765	0.211165239745035	4.57941309252626	3.23863304173314e-05	0.0108821145213922	1.24807337504713	0.191770633654147	0.230559845835923	0.0387892121817765	12	121409957	R	II	C12orf27	Body	opensea	Body-opensea		rs190732141	10
cg10269619	0.0313353437331885	0.289173101923597	4.57938213323146	3.23896783527504e-05	0.0108821145213922	1.24797252190702	0.273505430057003	0.304840773790191	0.0313353437331884	5	32395298	R	II	MIR579	TSS1500	opensea	TSS1500-opensea		rs564521735;rs77829878	42;9
cg10244503	0.0309446949478286	0.306497877258669	4.57915882770143	3.2413836629852e-05	0.0108853255833245	1.24724508880628	0.291025529784754	0.321970224732583	0.0309446949478287	1	87691781	R	II		IGR	opensea	IGR-opensea			
cg06007387	0.0404025455794276	0.723399702069559	4.5786187671362	3.24723359423331e-05	0.010900061085284	1.24548586261854	0.703198429279845	0.743600974859272	0.0404025455794276	14	50802227	R	II	CDKL1	Body	opensea	Body-opensea		rs553316407;rs11570854;rs541421302	41;31;19
cg05398841	0.0289989534214118	0.685452371298207	4.57834214398642	3.25023397495943e-05	0.0109011304555936	1.24458480541394	0.670952894587501	0.699951848008913	0.0289989534214119	9	38072165	F	II		IGR	shelf	IGR-shelf	chr9:38067683-38069628	rs556787234;rs576576630	1;33
cg27291522	0.0308588070066715	0.771413888809534	4.57823743478397	3.25137040656572e-05	0.0109011304555936	1.24424373699081	0.755984485306198	0.786843292312869	0.0308588070066713	11	76842320	R	II	MYO7A	Body	opensea	Body-opensea		rs376139103	1
cg00859441	0.0307170332094622	0.314463210171389	4.57818507927696	3.25193877805262e-05	0.0109011304555936	1.24407320099015	0.299104693566658	0.32982172677612	0.0307170332094621	12	113799660	F	II	PLBD2	Body	shelf	Body-shelf	chr12:113796217-113796847	rs572883823;rs111462748;rs182487853	0;4;31
cg04574358	0.0369412550702452	0.383236314230722	4.57793172104812	3.2546906098825e-05	0.0109054516000201	1.24324795587665	0.364765686695599	0.401706941765844	0.0369412550702452	6	43349415	R	II		IGR	opensea	IGR-opensea		rs140659249;rs140312840	19;5
cg08113064	0.0308351333929939	0.198636060189113	4.5773459510836	3.26106163771507e-05	0.0109141404495178	1.24134003991548	0.183218493492616	0.21405362688561	0.030835133392994	2	178117066	F	II	NFE2L2	Body	opensea	Body-opensea		rs190952229;rs146047420	9;51
cg24209738	0.0148058010711584	0.931039998065034	4.57727340322759	3.26185154127693e-05	0.0109141404495178	1.24110375047067	0.923637097529455	0.938442898600613	0.0148058010711581	6	16303169	R	II	ATXN1	3'UTR	opensea	3'UTR-opensea			
cg15979145	0.0357580124846173	0.748091726002949	4.57716007846658	3.2630857999799e-05	0.0109141404495178	1.24073465301698	0.73021271976064	0.765970732245257	0.0357580124846172	1	54862813	F	II	SSBP3	Body	opensea	Body-opensea		rs527323543;rs541041661;rs563879081	0;4;41
cg07894685	0.038226968243095	0.577818836118874	4.5771551438418	3.26313955505028e-05	0.0109141404495178	1.24071858108287	0.558705351997326	0.596932320240421	0.038226968243095	1	145717047	F	II	CD160	TSS1500	shelf	TSS1500-shelf	chr1:145713966-145714203	rs587712291;rs587612538	29;32
cg10998631	0.0410576723675874	0.498267031956293	4.57626721096246	3.27282632857441e-05	0.0109379602935286	1.23782672072314	0.4777381957725	0.518795868140087	0.0410576723675874	10	134331816	F	II		IGR	opensea	IGR-opensea			
cg04547469	0.0334023087029597	0.260612685744629	4.57623341623193	3.27319556272363e-05	0.0109379602935286	1.2377166609047	0.24391153139315	0.277313840096109	0.0334023087029597	20	55844129	F	II		IGR	shelf	IGR-shelf	chr20:55840216-55841794	rs533594179	50
cg08171914	0.0399091518409491	0.320621977275717	4.57596035330661	3.27618048722132e-05	0.0109387252557037	1.2368273845266	0.300667401355242	0.340576553196191	0.0399091518409491	18	39628295	R	II	PIK3C3	Body	opensea	Body-opensea		rs553128530	9
cg06988896	0.0328166465191537	0.409567795948966	4.57594403336955	3.27635896921192e-05	0.0109387252557037	1.2367742365127	0.393159472689389	0.425976119208543	0.0328166465191537	15	78426368	R	II		IGR	shelf	IGR-shelf	chr15:78423593-78424096	rs528628926;rs546677523;rs568472868	49;42;38
cg23615741	0.0431570514753756	0.449034326150737	4.57566225697649	3.27944210068964e-05	0.010941223845788	1.23585660663888	0.42745580041305	0.470612851888425	0.0431570514753756	10	101297642	F	I		IGR	island	IGR-island	chr10:101297438-101297703		
cg21727148	0.0368869581869697	0.68046110894694	4.57560741433255	3.28004250616157e-05	0.010941223845788	1.23567800930448	0.662017629853455	0.698904588040425	0.0368869581869696	1	179144345	F	II	ABL2	Body	opensea	Body-opensea		rs530750865	1
cg01901579	0.0234217822343207	0.868194598150852	4.57481522568209	3.28872722868841e-05	0.0109652872690054	1.23309830918381	0.856483707033691	0.879905489268012	0.0234217822343206	14	95615731	R	II	DICER1	5'UTR	opensea	5'UTR-opensea		rs562602170;rs561652820	39;12
cg02820318	0.0380604795492517	0.36116847289523	4.57447210772066	3.29249579478728e-05	0.0109729450375332	1.23198102761337	0.342138233120605	0.380198712669856	0.0380604795492517	9	135331299	R	II	C9orf171	Body	opensea	Body-opensea			
cg13994439	0.041064182507964	0.394890004980521	4.5741410522287	3.29613588172273e-05	0.0109801679697452	1.23090305618081	0.374357913726539	0.415422096234503	0.0410641825079641	6	149436666	F	II		IGR	opensea	IGR-opensea			
cg01396079	0.0266738294034821	0.167657398468084	4.57356020490116	3.30253205032236e-05	0.010992790341598	1.22901179621231	0.154320483766343	0.180994313169825	0.0266738294034821	1	42601304	F	II		IGR	opensea	IGR-opensea		rs138510474	0
cg14543795	0.0346394639673405	0.276702987902301	4.5734997735556	3.30319820490224e-05	0.010992790341598	1.22881503504679	0.259383255918631	0.294022719885972	0.0346394639673404	20	20575322	R	II	RALGAPA2	Body	opensea	Body-opensea		rs184028419	11
cg13079571	0.0354818652881162	0.364812645276174	4.57318131058392	3.30671090027477e-05	0.010992790341598	1.2277781540687	0.347071712632116	0.382553577920232	0.0354818652881162	6	30297257	R	II	TRIM39	Body	shelf	Body-shelf	chr6:30294169-30295071		
cg10740324	0.028786117668683	0.278194849639954	4.57318038379561	3.30672112822564e-05	0.010992790341598	1.22777513658817	0.263801790805613	0.292587908474296	0.0287861176686831	5	171301564	R	II	FBXW11	Body	opensea	Body-opensea		rs529121138	35
cg04684816	0.0410033931401501	0.24955357821973	4.57312816344569	3.30729747725159e-05	0.010992790341598	1.22760511553469	0.229051881649655	0.270055274789805	0.0410033931401501	5	118991030	R	II		IGR	opensea	IGR-opensea		rs185082893;rs544103345;rs536413095;rs143462837	28;14;2;1
cg04747180	0.0255243038173414	0.267759161644481	4.57297368437778	3.30900301780676e-05	0.0109935579405501	1.2271021610792	0.25499700973581	0.280521313553151	0.0255243038173414	4	39116218	F	II	KLHL5	Body	opensea	Body-opensea		rs184651371	8
cg16854130	0.0370642203403349	0.396792279262067	4.57272013708787	3.3118041965169e-05	0.0109937797050546	1.22627667399749	0.3782601690919	0.415324389432235	0.0370642203403349	6	153023012	R	II	MYCT1	Body	opensea	Body-opensea		rs7754343;rs181262651;rs538736888;rs142204759	48;41;23;1
cg11956305	0.0386839932254552	0.614746500367298	4.57257387842404	3.31342111091261e-05	0.0109937797050546	1.22580050035389	0.59540450375457	0.634088496980025	0.0386839932254553	2	122645994	R	II		IGR	opensea	IGR-opensea		rs574837378	14
cg05352714	0.0324235390648973	0.329699117062242	4.57256731780117	3.31349365781805e-05	0.0109937797050546	1.22577914110695	0.313487347529793	0.345910886594691	0.0324235390648973	17	55611527	F	II	MSI2	Body	opensea	Body-opensea		rs563501596	21
cg15457217	0.0312488365834418	0.411919620579761	4.5720985657	3.31868111144044e-05	0.011006092934386	1.22425306882327	0.39629520228804	0.427544038871482	0.0312488365834417	2	224780409	R	II	WDFY1	Body	opensea	Body-opensea		rs527436957;rs547468941;rs567180970	49;2;1
cg02965157	0.0327052713684142	0.828730772528462	4.57148245900915	3.32551135860969e-05	0.0110211214777167	1.22224736275629	0.812378136844255	0.845083408212669	0.0327052713684141	1	40350001	R	II	TRIT1	TSS1500	shore	TSS1500-shore	chr1:40348941-40349288	rs188841026	7
cg27393431	0.0452942024329011	0.524116339916196	4.57142317795775	3.3261692820206e-05	0.0110211214777167	1.22205438178591	0.501469238699746	0.546763441132647	0.0452942024329008	12	45663460	R	II	ANO6	Body	opensea	Body-opensea		rs115504106	12
cg17178175	0.03314371015411	0.445508387335038	4.57082604085687	3.33280364325636e-05	0.011037303484341	1.22011054308717	0.428936532257983	0.462080242412093	0.03314371015411	2	178109973	R	II	NFE2L2	Body	opensea	Body-opensea		rs13402068;rs568109385;rs373013655	14;7;6
cg18789123	0.0353762545444041	0.611325101681239	4.57059130861185	3.33541512937617e-05	0.011037303484341	1.21934645543953	0.593636974409037	0.629013228953441	0.0353762545444043	2	29174857	R	II		IGR	opensea	IGR-opensea		rs141154141;rs193021986;rs185306492;rs188967108;rs72856165	42;41;34;33;2
cg17384457	0.0369784380483051	0.47417530201503	4.57058418550055	3.33549440801959e-05	0.011037303484341	1.21932326891916	0.455686082990878	0.492664521039183	0.0369784380483051	19	45034961	F	II	CEACAM20	TSS1500	opensea	TSS1500-opensea		rs146991301;rs147619046;rs113456112	1;2;20
cg12621097	0.0351071699249041	0.36006608123426	4.57021455076763	3.33961089236322e-05	0.0110444844544184	1.21812008646586	0.342512496271808	0.377619666196712	0.0351071699249041	9	88151643	R	II		IGR	opensea	IGR-opensea		rs141902711;rs191535263;rs182168790;rs146269804	41;33;22;7
cg24746938	0.0346369255437271	0.526796491099195	4.57003119042815	3.34165475283535e-05	0.0110444844544184	1.21752325233461	0.509478028327332	0.544114953871059	0.0346369255437271	2	225543274	F	II		IGR	opensea	IGR-opensea		rs151005611;rs566060160;rs535162989	0;12;46
cg22598533	0.0278252626951591	0.211330167572012	4.5699904710929	3.34210880465495e-05	0.0110444844544184	1.21739071303131	0.197417536224432	0.225242798919591	0.0278252626951591	1	204468311	F	II		IGR	opensea	IGR-opensea			
cg10945606	0.0347186555605439	0.277223338665538	4.56948180808356	3.34778587839086e-05	0.0110583434219982	1.21573508124481	0.259864010885266	0.29458266644581	0.034718655560544	10	105427279	F	II	SH3PXD2A	Body	shore	Body-shore	chr10:105428505-105428713	rs144561530;rs569126858	1;38
cg03727389	0.0352439254276863	0.322542603567716	4.56908265464068	3.35224734851287e-05	0.0110631897215615	1.21443594026317	0.304920640853873	0.340164566281559	0.0352439254276863	11	33998139	R	II		IGR	opensea	IGR-opensea		rs566937223	35
