	coef	exp.coef.	se.coef.	z	Pr...z..	V1	V2	V3	V4	V5	V6	V7	V8
cg07045241	0.765957649121522	2.1510533429575	0.184243955308225	4.15730137707986	3.22029045396625e-05	chr10	131762462	131762463	cg07045241	EBF3	R	Island	I
cg07045891	-0.298908646416925	0.741627156638553	0.195020931742775	-1.53270032988651	0.125349707869784	chr15	101548676	101548677	cg07045891	LRRK1	R	Island	II
cg07064197	-0.324319452612049	0.723019235100653	0.184718929149041	-1.75574562989357	0.0791318517600763	chr19	32715640	32715641	cg07064197	NA	R	Island	I
cg07078225	0.139566154627858	1.14977486613055	0.206381416866616	0.676253495817696	0.498879712998264	chr12	52652377	52652378	cg07078225	NA	R	Island	I
cg07113230	-0.954531446610665	0.384992491835432	0.179503193986744	-5.31762931572769	1.05127966019789e-07	chr1	8277394	8277395	cg07113230	NA	R	Island	I
cg07121856	16.024407040451	9105662.58864901	2583.43019381513	0.00620276370494323	0.995050942340774	chr7	95025736	95025737	cg07121856	PON3	F	Island	I
cg07139301	-0.722633696356652	0.485471984979401	0.183431429407114	-3.93953042121705	8.16412497410715e-05	chr3	170746207	170746208	cg07139301	SLC2A2	R	Island	I
cg07143532	0.457831329205672	1.58064237237115	0.190053236215884	2.40896360578472	0.0159978932145579	chr1	86621354	86621355	cg07143532	COL24A1	F	Island	I
cg07146104	-0.905213610003196	0.40445548013846	0.589703481048617	-1.53503182377953	0.124776011158098	chr1	16489048	16489049	cg07146104	NA	R	CpG_Ocean	I
cg07152591	-1.69020216754625	0.184482223904149	0.191051434560423	-8.8468436336797	9.00294006644431e-19	chr5	132083105	132083106	cg07152591	CCNI2	F	Island	II
cg07153665	0.220642752350336	1.24687790678602	0.509547590477727	0.433016967352297	0.665002443324241	chr16	66613206	66613207	cg07153665	CMTM2	R	Island	I
cg07166800	-0.981462977818776	0.374762428482789	0.180664345632104	-5.43252169864983	5.5563194633594e-08	chr2	55509719	55509720	cg07166800	PRDXDD1P	F	Island	II
cg07171111	0.420393232089404	1.52256015742815	0.198971598675281	2.11283034809145	0.0346152911501434	chr4	10462903	10462904	cg07171111	NA	F	Island	I
cg07175507	-1.09689754072861	0.333905406320144	0.179577400653852	-6.10821593772236	1.00750981479047e-09	chr18	77160758	77160759	cg07175507	NFATC1	R	Island	I
cg07182669	-1.41424220735874	0.243109770458587	0.235206497666885	-6.0127684455456	1.82381462258491e-09	chr6	2903535	2903536	cg07182669	SERPINB9	F	Island	I
cg07191393	-1.14988952217703	0.31667175265241	0.181156355723185	-6.34749753927548	2.18845478203631e-10	chr18	74208063	74208064	cg07191393	NA	R	Island	II
cg07200280	-1.07284895541122	0.342032692148283	0.187571359977559	-5.71968426064391	1.06722183407447e-08	chr3	16554619	16554620	cg07200280	RFTN1	F	Island	II
cg07211212	-1.61188297265842	0.199511585300139	0.270436894035351	-5.96029243128238	2.51786942248037e-09	chr20	55200146	55200147	cg07211212	NA	R	N_Shore	I
cg07227926	0.590805710893511	1.80544249422082	0.181352189615609	3.25778096280928	0.00112287040588554	chr12	104609526	104609527	cg07227926	TXNRD1	F	Island	I
cg07229186	-1.3564984704638	0.257561057504473	0.182107749890993	-7.44887832217892	9.41371416640648e-14	chr16	56666575	56666576	cg07229186	MT1M	F	Island	I
cg07230905	-1.65591032706879	0.190918178589056	0.186822520256135	-8.86354773931176	7.75076861661868e-19	chr12	107297478	107297479	cg07230905	NA	R	CpG_Ocean	II
cg07244649	-1.52960708393051	0.216620764376219	0.185239267956282	-8.25746668514968	1.48796715164652e-16	chr13	28196370	28196371	cg07244649	POLR1D	F	S_Shore	I
cg07279281	-1.1148379648704	0.327968416999306	0.180310735699784	-6.18287070120217	6.29462705008507e-10	chr3	46735319	46735320	cg07279281	ALS2CL	F	Island	I
cg07281879	0.232857585104307	1.26220171020176	0.181209249710936	1.28502041411109	0.198785150477313	chr11	32459626	32459627	cg07281879	WIT1	F	Island	I
cg07323825	-0.649238288889935	0.522443576314073	0.208588223548687	-3.11253568319687	0.00185487588932349	chr6	100050480	100050481	cg07323825	NA	R	N_Shore	I
cg07328505	-1.6320290295863	0.195532430268745	0.185469251095662	-8.799458777911	1.37477559282106e-18	chr9	113017849	113017850	cg07328505	TXN	R	Island	II
cg07347092	-0.676151858512776	0.508570282089265	0.587185557058725	-1.15151309562124	0.249521210869415	chr12	124246927	124246928	cg07347092	DNAH10	F	Island	I
cg07367232	-1.06078124066712	0.346185250661536	0.182593172555374	-5.80953398104425	6.26469781408406e-09	chr17	7826266	7826267	cg07367232	KCNAB3	R	Island	II
cg07394446	-0.285579720504264	0.751578422579159	0.179938374713505	-1.58709736574513	0.11249059443228	chr15	100881458	100881459	cg07394446	ADAMTS17	R	Island	I
cg07403338	-1.41091046882025	0.24392109946746	0.205787435133684	-6.85615459419906	7.07388251785146e-12	chr6	80579537	80579538	cg07403338	NA	F	CpG_Ocean	I
cg07423205	-1.76535000903303	0.171126880047844	0.205019374548201	-8.61064966627332	7.26476851684613e-18	chr5	37834672	37834673	cg07423205	GDNF	R	Island	II
cg07449450	0.039870876414769	1.04067638964997	0.182171307655507	0.218864742905432	0.826755411693273	chr11	17566051	17566052	cg07449450	USH1C	R	Island	I
cg07454803	-0.875833073721631	0.416514887497793	0.180600215963537	-4.84956825244584	1.23730490790957e-06	chr19	54371995	54371996	cg07454803	MYADM	R	Island	I
cg07481320	-2.24114028606567	0.106337180415296	0.227961675483782	-9.83121518698045	8.26157940746249e-23	chr6	42739021	42739022	cg07481320	NA	F	CpG_Ocean	I
cg07537417	-1.61807065549416	0.198280882414506	0.199004228368402	-8.13083555440212	4.26341391898642e-16	chr18	74332553	74332554	cg07537417	NA	R	CpG_Ocean	I
cg07541200	-2.06244091980479	0.127143244357842	0.246319248047604	-8.37304001271632	5.6150529139864e-17	chr5	43020238	43020239	cg07541200	NA	R	S_Shore	II
cg07545640	-0.914510904448995	0.400712564903238	0.180708429599882	-5.06069864296797	4.17723002678665e-07	chr16	67464829	67464830	cg07545640	HSD11B2	F	Island	I
cg07548580	-1.41039844599879	0.244046024616557	0.201692142297663	-6.99282793038752	2.69399850313381e-12	chr8	134465835	134465836	cg07548580	NA	R	CpG_Ocean	I
cg07635623	-1.77311484539218	0.169803253350385	0.191139411036462	-9.27655283532255	1.75050336105699e-20	chr6	2841875	2841876	cg07635623	SERPINB1	R	Island	I
cg07641160	0.203847165998337	1.22611074772354	0.185013785094687	1.10179447382265	0.270551033411564	chr6	117086850	117086851	cg07641160	FAM162B	F	Island	I
cg07679695	-1.54601290097443	0.213095916809378	0.184831056031956	-8.36446501018278	6.03883048423502e-17	chr9	74384615	74384616	cg07679695	TMEM2	R	Island	II
cg07687766	-1.06263596685371	0.345543766883998	0.188707622037869	-5.63112372133258	1.790392301513e-08	chr7	129421353	129421354	cg07687766	NA	R	Island	I
cg07701018	-1.3844040709724	0.250473019468043	0.190062124217045	-7.28395558386717	3.24171780985688e-13	chr8	82193460	82193461	cg07701018	FABP5	R	Island	I
cg07722358	-1.73303992362737	0.176746297228462	0.191971909255971	-9.02757038956453	1.75525405754901e-19	chr6	36808414	36808415	cg07722358	CPNE5	F	Island	II
cg07724309	-1.40735427337188	0.244790074778378	0.18534595717911	-7.59312096574015	3.12290754644469e-14	chr6	6009556	6009557	cg07724309	NA	F	S_Shore	I
cg07753583	-0.830508070275905	0.435827798910675	0.275371207927518	-3.01595826421515	0.00256168517243316	chr7	150020206	150020207	cg07753583	LRRC61	R	Island	II
cg07758574	-0.990226370434699	0.371492586564716	0.180345722061824	-5.49071172364842	4.0031728738301e-08	chr3	49314370	49314371	cg07758574	C3orf62	F	N_Shore	II
cg07785447	0.541255188367266	1.71816212638473	0.183275204917273	2.95323739297728	0.00314460034900576	chr14	95235127	95235128	cg07785447	GSC	F	Island	II
cg07789559	-1.29389794135408	0.274199882231082	0.181729793086727	-7.11989993152412	1.08005450248277e-12	chr19	47730030	47730031	cg07789559	BBC3	F	Island	I
cg07825347	-0.996162872693038	0.369293753133049	0.2385784708182	-4.17540974789854	2.97450166720384e-05	chr10	43600497	43600498	cg07825347	RET	R	Island	I
cg07831351	-1.15343679657603	0.315550421062583	0.230126139471805	-5.01219374393298	5.38129805943055e-07	chr20	3229402	3229403	cg07831351	NA	R	Island	I
cg07834574	14.007953690413	1212207.56647136	2370.58106596713	0.00590908022151866	0.995285263560309	chr17	4802847	4802848	cg07834574	CHRNE	R	Island	I
cg07846311	-1.32407113247977	0.266049969526632	0.182299073074832	-7.26318082778322	3.78091936289262e-13	chr4	57371927	57371928	cg07846311	ARL9	F	Island	I
cg07847233	-0.631680959795884	0.531697287632926	0.179647170848933	-3.51623104784139	0.000437719886973492	chr19	13030354	13030355	cg07847233	SYCE2	R	Island	II
cg07849581	-0.0405602085419912	0.960251347437315	0.261827554554103	-0.154911917544607	0.87689075822705	chr4	48272077	48272078	cg07849581	TEC	R	Island	I
cg07850967	-1.06811802041889	0.343654660267748	0.207564084982712	-5.14596742739887	2.66145604294351e-07	chr2	54785550	54785551	cg07850967	SPTBN1	F	Island	I
cg07870757	-0.831483725848456	0.435402788455619	0.223821939281229	-3.71493397170378	0.000203256761562155	chr10	35415603	35415604	cg07870757	CREM	F	N_Shore	I
cg07873178	-1.73472896574356	0.176448017263187	0.190564617677443	-9.10310102098715	8.77887047456839e-20	chr11	65307616	65307617	cg07873178	LTBP3	R	Island	I
cg07881405	-0.773141164979938	0.461560949741788	0.180454486861847	-4.28441086960528	1.83224041539319e-05	chr5	3597487	3597488	cg07881405	IRX1	F	Island	I
cg07892126	-1.34710275128127	0.259992433248296	0.210914120148801	-6.38697281306195	1.69201704913846e-10	chr1	27986306	27986307	cg07892126	NA	R	Island	II
cg07892785	-2.01920920037778	0.132760410461708	0.223251667218488	-9.04454253594287	1.50293142657722e-19	chr3	39851788	39851789	cg07892785	MYRIP	F	Island	I
cg07895149	-1.54770823894799	0.21273495327365	0.181443520036792	-8.5299725150513	1.46382490783263e-17	chr10	105212283	105212284	cg07895149	CALHM2	F	Island	II
cg07895684	-0.503277916000882	0.604545758105774	0.221801138276525	-2.26905019474441	0.023265273611524	chr3	38179815	38179816	cg07895684	ACAA1	F	N_Shore	II
cg07905444	-1.58993763317872	0.203938330323	0.261153593988532	-6.08813230902171	1.14235451566057e-09	chr6	17101970	17101971	cg07905444	NA	F	N_Shore	II
cg07931391	-0.747027807301424	0.473772605655145	0.240454811344492	-3.10672846646093	0.00189170069543651	chr13	100608263	100608264	cg07931391	NA	F	Island	I
cg07931631	-1.83245557837829	0.160020142927026	0.190174920603988	-9.63563214622878	5.6542894372058e-22	chr11	122753950	122753951	cg07931631	C11orf63	F	Island	II
cg07955995	0.504946851223194	1.65689745604753	0.2066555414938	2.44342274866287	0.0145486839498401	chr7	130419159	130419160	cg07955995	KLF14	R	Island	I
cg07961887	-1.14517054938809	0.318169649523806	0.351498007918495	-3.2579716629678	0.00112211610808594	chr8	82192601	82192602	cg07961887	FABP5	F	Island	I
cg07973470	-0.268312571191291	0.764668730328635	0.180634917898142	-1.48538596143737	0.137441612317946	chr16	47178359	47178360	cg07973470	NETO2	R	Island	I
cg07974511	-0.0203603642592391	0.979845508375773	0.391423298788312	-0.0520162298010019	0.958515761409157	chr2	63283013	63283014	cg07974511	OTX1	F	Island	I
cg07983905	-1.33377969430775	0.263479504895697	0.211408223833003	-6.30902464495108	2.80799407175924e-10	chr20	3073561	3073562	cg07983905	NA	F	Island	I
cg07991112	-0.512488352421508	0.599003191747166	0.1831538521927	-2.79813034935409	0.00513993651100702	chr6	27841423	27841424	cg07991112	HIST1H4L	F	S_Shore	II
cg07995179	0.95464707947712	2.59775362055554	0.181117940055575	5.27085875195019	1.35786938697649e-07	chr6	85484287	85484288	cg07995179	NA	R	Island	I
cg08034643	-1.3616187685418	0.256245638658968	0.184417791010479	-7.38333737260972	1.54370196874584e-13	chr17	55163474	55163475	cg08034643	AKAP1	R	Island	I
cg08042316	-1.12812315658119	0.323640108568714	0.183759269015216	-6.13913606985333	8.29714750153997e-10	chr7	139930256	139930257	cg08042316	NA	F	Island	I
cg08065231	1.2162635246476	3.37455520540301	0.199592251881362	6.09374118074756	1.10301945817523e-09	chr19	9473684	9473685	cg08065231	ZNF177	F	Island	I
cg08074621	-1.73249966674467	0.176841811430811	0.191964403321576	-9.02510901379153	1.79516545663496e-19	chr16	67427606	67427607	cg08074621	TPPP3	F	Island	I
cg08076266	14.0079416734238	1212192.99947368	2165.12582531405	0.00646980489985702	0.994837878572025	chr2	120190202	120190203	cg08076266	TMEM37	R	Island	I
cg08081805	-1.40320737578376	0.245807301859587	0.19939624602232	-7.03728081032522	1.96027551935753e-12	chr19	49242953	49242954	cg08081805	RASIP1	R	Island	I
cg08089301	0.534219815168883	1.70611663655252	0.185128373593594	2.88567227593992	0.00390578633596001	chr17	46655561	46655562	cg08089301	HOXB4	F	Island	I
cg08102256	-0.96149304631134	0.382321635721729	0.18003812071705	-5.34049701519842	9.26921038517489e-08	chr12	52400530	52400531	cg08102256	GRASP	F	Island	I
cg08135278	-1.32815080298892	0.264966784333688	0.183345174553638	-7.24399104706391	4.35670191668333e-13	chr1	226070709	226070710	cg08135278	TMEM63A	F	Island	I
cg08135379	-2.07819199567863	0.125156290876134	0.218528876997905	-9.50991934900463	1.9081041241072e-21	chr12	47474763	47474764	cg08135379	AMIGO2	F	S_Shore	II
cg08144675	-1.16321247705573	0.312480729578542	0.250362993505252	-4.64610388608143	3.38262706828212e-06	chr16	73097057	73097058	cg08144675	NA	R	Island	I
cg08149333	-1.11769140313909	0.32703391327573	0.187068081097921	-5.97478413516218	2.30395049798203e-09	chr1	108742407	108742408	cg08149333	SLC25A24	R	Island	II
cg08149422	-1.12019238035665	0.326217030837236	0.188467211556188	-5.94369901855679	2.7866105709114e-09	chr22	21983606	21983607	cg08149422	YDJC	R	Island	II
cg08153345	-1.66445735791198	0.189293348655285	0.188744988178958	-8.81855128430659	1.15950096541932e-18	chr12	2862084	2862085	cg08153345	NA	R	Island	II
cg08154437	0.673250300830904	1.96059951374267	0.195087830454143	3.45101126638013	0.000558490255037111	chr19	17008650	17008651	cg08154437	CPAMD8	R	Island	I
cg08166568	-1.82832191275482	0.160682981724043	0.188342854492582	-9.70741320492642	2.80361933881404e-22	chr2	1746647	1746648	cg08166568	PXDN	F	N_Shore	I
cg08173692	-1.66847079564228	0.188535154088766	0.192833130918682	-8.65240733111299	5.0424297898326e-18	chr6	166721155	166721156	cg08173692	PRR18	F	Island	I
cg08176368	0.618294738034875	1.8557607838305	0.186723705831308	3.31128142129667	0.000928697605806295	chr20	44639266	44639267	cg08176368	MMP9	R	Island	I
cg08177833	-1.80348158415742	0.164724386898782	0.236183811883664	-7.63592377383488	2.24206951968979e-14	chr16	88717537	88717538	cg08177833	CYBA	F	Island	I
cg08189615	-1.74725662492443	0.174251325074714	0.199942124532307	-8.73881193876231	2.3557464448531e-18	chr2	219157119	219157120	cg08189615	PNKD	F	Island	I
cg08195943	-0.554479775331053	0.574370985443593	0.180456068468015	-3.07265796067885	0.00212161513042505	chr3	129694487	129694488	cg08195943	TRH	R	Island	I
cg08196359	-0.626014658790347	0.53471859624675	0.181198976997074	-3.45484654033371	0.000550606120274877	chr3	32279722	32279723	cg08196359	CMTM8	F	Island	I
cg08197943	-1.53332499089226	0.215816883830816	0.18315631928203	-8.37167397173556	5.68054285505031e-17	chr17	67323709	67323710	cg08197943	ABCA5	F	Island	II
cg08205700	-1.54951968880725	0.212349943390811	0.192181874230444	-8.06277748623285	7.45802041849387e-16	chr8	80696168	80696169	cg08205700	NA	R	Island	II
cg08207377	-1.49029197236303	0.225306862557972	0.182589813880306	-8.16196665461288	3.29613206590045e-16	chr19	19281140	19281141	cg08207377	LOC729991-MEF2B	R	Island	I
cg08233811	-1.64803786301422	0.192427106785792	0.207607901608521	-7.93822320945122	2.05098004785762e-15	chr6	21667333	21667334	cg08233811	FLJ22536	F	S_Shore	II
cg08258000	-1.33725030620043	0.26256665478304	0.181997754376308	-7.34761981422837	2.01767413046519e-13	chr19	49652444	49652445	cg08258000	PPFIA3	F	Island	I
cg08258259	-1.08140782753641	0.339117770090315	0.199408016341921	-5.42309104405384	5.85771376071323e-08	chr1	29450102	29450103	cg08258259	TMEM200B	R	Island	I
cg08268798	-1.34905643659602	0.259484985707325	0.181862097136902	-7.41801869567399	1.18885322550695e-13	chr20	42955472	42955473	cg08268798	NA	F	Island	I
cg08296680	-1.48784041369454	0.225859893166455	0.265867195814248	-5.59617898378874	2.19127484276774e-08	chr17	80186275	80186276	cg08296680	SLC16A3	R	Island	I
cg08323075	-0.819413052499068	0.440690240645763	0.1816700651055	-4.51044618728581	6.46914111189377e-06	chr4	5053504	5053505	cg08323075	STK32B	F	Island	I
cg08330183	-1.60815408944221	0.200256929489082	0.186306564974513	-8.63176286709061	6.04135332422496e-18	chr15	22892184	22892185	cg08330183	CYFIP1	R	Island	I
cg08346232	-1.14806168648155	0.317251105905634	0.18050833587355	-6.36015883103479	2.01545234448439e-10	chr12	104235326	104235327	cg08346232	NT5DC3	F	Island	II
cg08347042	-1.20000162436524	0.30119372266319	0.186874422507634	-6.42143321842893	1.34997235304112e-10	chr19	45579378	45579379	cg08347042	ZNF296	R	Island	I
cg08348496	-1.20574709251169	0.2994681854799	0.184295007598136	-6.54248375051418	6.05054117694501e-11	chr15	89438671	89438672	cg08348496	HAPLN3	F	Island	I
cg08368654	0.0638212106165719	1.065901809797	0.179379045457991	0.355789665697146	0.721998088934431	chr6	1378868	1378869	cg08368654	NA	F	Island	I
cg08371772	-2.0317742855759	0.131102701033481	0.195694114254438	-10.38239853721	2.98187807450889e-25	chr19	42828621	42828622	cg08371772	MEGF8	F	Island	I
cg08373003	0.528796451787757	1.69688879165806	0.181417698276849	2.91480079843586	0.00355915638837319	chr5	134367099	134367100	cg08373003	PITX1	R	Island	I
cg08374890	-0.129389848008895	0.878631366080444	0.220894859897205	-0.585753095699497	0.558041447793054	chr16	31117067	31117068	cg08374890	NA	F	N_Shore	I
cg08378442	-1.72718544626903	0.177784089324739	0.202080946244553	-8.54699801424539	1.26331364986681e-17	chr2	220117704	220117705	cg08378442	TUBA4B	F	N_Shore	II
cg08380397	-1.26812508200113	0.281358651955497	0.184528865617892	-6.87223149481156	6.32052735175576e-12	chr7	128509612	128509613	cg08380397	NA	R	Island	II
cg08384314	-0.908770992240246	0.403019233551424	1.00723798239836	-0.902240590725488	0.366929076828012	chr6	30711680	30711681	cg08384314	IER3	R	Island	I
cg08388041	-1.49943623854115	0.223255987798086	0.192126962683665	-7.80440297185122	5.97838808373693e-15	chr11	17743761	17743762	cg08388041	NA	R	Island	I
cg08396863	-1.65661687401667	0.190783333575456	0.214332580979688	-7.72918828506835	1.08234490169886e-14	chr2	220117599	220117600	cg08396863	TUBA4B	R	N_Shore	II
cg08404028	0.651562263532915	1.91853574741364	0.190745511907448	3.41587205390741	0.000635781117266607	chr16	23766112	23766113	cg08404028	CHP2	F	Island	I
cg08409074	-1.55360206120087	0.21148481892574	0.186443164228567	-8.33284538818625	7.89222004837606e-17	chr2	201983242	201983243	cg08409074	CFLAR	F	Island	II
cg08416650	-1.48502403368033	0.226496897057035	0.195282943265761	-7.6044738411145	2.86065322911654e-14	chr16	55542921	55542922	cg08416650	LPCAT2	R	Island	II
