	PC-P-1	PC-P-10	PC-P-2	PC-P-3	PC-P-4	PC-P-5	PC-P-6	PC-P-7	PC-P-8	PC-P-9	PC-T-1	PC-T-2	PC-T-4	PC-T-6	PC-T-7	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Pancreas	STL002PA-01	STL003PA-01
chr15:100346799-100346833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA
chr1:3091515-3091539	NA	1	NA	0.488095238095238	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA
chr3:85008499-85008580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	0.00229885057471264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18:70209179-70209220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA
chr9:135116354-135116363	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0141843971631206
chr3:27674544-27674854	NA	NA	0.0142857142857143	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0523809523809524	0.152723610372733	NA
chr19:36912578-36912625	0.0375757575757576	NA	NA	NA	NA	0.019047619047619	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0933333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00161290322580645
chr15:79381804-79381818	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.518518518518518	1	NA	0.6	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	0.00925925925925926	NA	NA	NA	NA	NA	NA	NA	0.0151515151515152	NA	NA	NA	NA	0.037037037037037	NA	NA	NA	NA	NA	0.0238095238095238	NA
chr2:70995348-70995371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr9:133814487-133814558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	0.00333333333333333	0.00196078431372549
chr5:31532174-31532199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00416666666666667	0.00625	NA	NA	NA	NA	NA	NA	NA	0.00109289617486339
chr22:19706420-19706436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA
chr6:74024705-74024745	NA	NA	NA	NA	0.0612698412698413	0.0166666666666667	NA	NA	NA	NA	NA	1	NA	0.0507936507936508	NA	0.0126984126984127	NA	NA	NA	NA	0.00238095238095238	NA	NA	0.00952380952380952	0.00317460317460317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10:8095511-8095562	NA	NA	NA	NA	NA	NA	NA	0.00238095238095238	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8:99986838-99986872	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	0.025	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00909090909090909	0.00416666666666667
chr19:2251686-2251826	NA	0.00555555555555555	NA	NA	NA	NA	NA	0.00520106347623795	NA	0.144544344544345	NA	0.00833333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	0.00350877192982456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0148656375071469	0.0416050187465902
chr15:35046931-35046942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	0.233333333333333	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:200842640-200842659	NA	0.025	0.358333333333333	0.0708333333333333	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0125	NA	NA	NA	NA	0.0583333333333333	NA	0.025	0.025	NA	NA	NA	0.00833333333333333	NA	0.025	NA	NA	0.0708333333333333	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA
chr3:183903549-183903706	NA	0.00416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	0.00317460317460317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:96958805-96958853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0476190476190476	0.0222222222222222	NA
chr13:33590826-33590852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA
chr20:48101044-48101097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.643106475791898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00256410256410256	NA	NA	NA	0.0016260162601626	NA
chr8:10590624-10590640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	0.130952380952381	NA	0.00806451612903226
chr7:98246704-98246713	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.037037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:75602201-75602213	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	0.7825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:45408914-45408955	NA	NA	NA	NA	0.0277777777777778	NA	NA	0.0833333333333333	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00793650793650794	NA
chr3:26664843-26664915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3:170137672-170137686	NA	NA	0.277777777777778	NA	0.0499108734402852	NA	0.0444444444444444	0.0608465608465608	0.166666666666667	NA	0.5	0.705555555555556	0.638888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00925925925925926	NA
chr6:166580949-166580960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.166666666666667	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:53868451-53868463	NA	NA	NA	NA	0.00888888888888889	NA	NA	NA	0.00666666666666667	NA	NA	1	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000925925925925926
chr2:80530412-80530449	NA	0.111111111111111	NA	NA	0.00909090909090909	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA
chr19:45655628-45655632	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0555555555555556	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	0.0087719298245614
chr10:50606131-50606147	NA	0.025	NA	NA	0.02	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	0.00625	NA
chr4:42154500-42154556	NA	NA	NA	0.00476190476190476	NA	NA	NA	NA	0.044047619047619	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	0.00555555555555555
chr18:70210753-70210798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA
chr4:170696114-170696131	NA	NA	0.116666666666667	NA	NA	0.00769230769230769	0.5	NA	0.025	NA	NA	1	NA	NA	0.141666666666667	NA	0.00833333333333333	0.025	NA	NA	NA	0.00625	0.0125	0.025	NA	0.0125	NA	NA	NA	NA	0.5	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8:56014556-56014644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	0.00344827586206897
chr6:26271454-26271479	NA	NA	0.173333333333333	NA	NA	NA	0.00333333333333333	NA	NA	NA	NA	0.988888888888889	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	NA	NA	NA	NA	NA
chr1:151103967-151104009	NA	NA	0.0201058201058201	NA	0.5	NA	NA	0.00170940170940171	0.00277777777777778	0.913333333333333	NA	0.60200407327791	0.666666666666667	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	0.015	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA
chr4:2765694-2765706	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	0.5	NA	NA	NA	0.638888888888889	0.604166666666667	NA	NA	0.0151515151515152	NA	NA	0.00793650793650794	NA	NA	0.0238095238095238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:177016575-177016594	NA	0.116666666666667	NA	NA	0.025	NA	0.00833333333333333	NA	NA	0.5	NA	NA	0.0125	1	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA
chr17:37321722-37321738	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	0.638888888888889	0.0277777777777778	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA
chr10:118031933-118032113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.697380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	0.00277777777777778	NA	NA	NA	NA	NA	NA	NA	NA
chr19:51520498-51520629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0018018018018018
chr17:37730418-37730447	NA	NA	NA	NA	NA	0.111111111111111	0.888888888888889	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.177777777777778	NA	NA	NA	NA	NA	NA	NA	NA
chr2:99439538-99439549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.0125	NA	0.179166666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00625	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4:107958503-107958517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00308641975308642
chr20:61637836-61637882	NA	NA	NA	NA	NA	0.00740740740740741	NA	NA	0.00888888888888889	NA	NA	0.607751322751323	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	NA	0.0555555555555556	NA	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	0.00121212121212121	NA
chr13:33590763-33590811	NA	NA	NA	NA	NA	NA	NA	0.00229885057471264	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0107353730542136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00317460317460317	NA
chr5:155107809-155107829	NA	0.00606060606060606	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	0.00666666666666667	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0933333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3:192126690-192126711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0217391304347826	NA
chr5:87957067-87957111	NA	NA	NA	NA	0.0277777777777778	NA	0.0416666666666667	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00387596899224806
chr11:88242293-88242305	NA	NA	NA	NA	0.0925925925925926	NA	NA	NA	NA	0.0185185185185185	NA	0.666666666666667	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA
chr2:105478832-105478872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0388888888888889	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA
chr20:21494591-21494600	NA	NA	NA	NA	NA	0.0277777777777778	NA	0.0333333333333333	NA	NA	0.833333333333333	0.933333333333333	0.479166666666667	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	NA	NA	NA	0.0256410256410256	NA
chr21:44496975-44497018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA
chr10:28035177-28035209	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00512820512820513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00202020202020202	0.0208866155157715
chr12:39539185-39539199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00617283950617284
chr5:134825634-134825734	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA	NA	NA	NA	NA	0.0555555555555556	0.0175438596491228	0.0148148148148148
chr15:68127652-68127761	NA	NA	1	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	0.00952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	0.0133333333333333	0.00833333333333333	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	0.0515873015873016	NA
chr9:91849709-91849769	NA	NA	0.0964285714285714	NA	NA	NA	NA	NA	0.044047619047619	NA	NA	NA	0.613571428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0482142857142857	NA	NA	NA	NA	0.00952380952380952	NA	0.019047619047619	NA	NA	NA	0.00333333333333333	0.0147133068878471	0.01524186660455
chr5:178368647-178368692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0533333333333333	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	0.00769230769230769	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	0.00266666666666667	NA
chr21:28338643-28338655	NA	NA	NA	0.00833333333333333	NA	0.0125	NA	0.0125	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:84323422-84323427	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	0.5	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.0555555555555556	NA	0.138888888888889	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3:127634187-127634193	NA	0.277777777777778	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	1	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4:111532734-111532778	NA	NA	NA	0.00392156862745098	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.154285714285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0233065005777856
chr7:99214760-99215025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00392156862745098	NA	NA	NA	0.00266666666666667	NA	0.00114942528735632	NA
chr11:2291231-2291263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00238095238095238	NA
chr2:105471462-105471490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	0.025	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr22:19511787-19511800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12:39539220-39539229	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	0.0777777777777778	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	0.00297619047619048
chr10:105037282-105037361	NA	NA	NA	NA	0.00350877192982456	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00185185185185185	NA	NA	0.00416666666666667	NA	NA	NA	NA	NA	NA	0.00233918128654971	0.00340632603406326
chr9:113342023-113342027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0087719298245614	0.00574712643678161
chr19:58867602-58867616	NA	NA	0.75625	NA	NA	NA	NA	NA	0.025	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	0.222857142857143	NA	NA	NA	0.025	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	0.0375	NA	NA	NA	NA	0.28028691166989	0.048735119047619
chr10:74113726-74113815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr16:19535813-19535881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0151515151515152	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	0.00980392156862745	0.00980392156862745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:121200469-121200514	NA	NA	NA	NA	0.0208333333333333	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA
chr2:182521798-182521881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877431457431457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00606060606060606	0.00833333333333333	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA
chr11:74952438-74952479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00714285714285714	NA
chr7:27190649-27190719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00166666666666667	NA	NA	NA	NA	NA	NA	NA	NA
chr10:96990630-96990717	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.033234126984127
chr5:88185322-88185414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00540540540540541
chr7:100167539-100167563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA
