	7-P-1	7-P-10	7-P-11	7-P-12	7-P-13	7-P-14	7-P-15	7-P-16	7-P-17	7-P-18	7-P-19	7-P-2	7-P-20	7-P-21	7-P-22	7-P-23	7-P-25	7-P-26	7-P-27	7-P-28	7-P-29	7-P-3	7-P-30	7-P-4	7-P-5	7-P-6	7-P-7	7-P-8	7-P-9	7-T-1	7-T-2	7-T-3	7-T-4	7-T-5	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Lung	STL001LG-01	STL002LG-01
chr22:36026070-36026233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00925925925925926	0.0428615479494295
chr8:67344935-67345038	NA	NA	NA	NA	NA	1	NA	0.98	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00175438596491228	0.00913260842394701
chr4:107774-107792	NA	NA	1	0.5	NA	0.5	1	0.25	0.5	0.518333333333333	NA	NA	0.5	1	NA	1	1	NA	0.0366666666666667	NA	NA	NA	0.357777777777778	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0244444444444444	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00392156862745098	0.00229885057471264
chr3:138657290-138657356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	0.0833333333333333	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA
chr5:176731019-176731045	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	NA
chr12:124246957-124247022	NA	NA	1	NA	1	1	NA	1	0.407099567099567	NA	NA	NA	1	1	1	NA	0.597252747252747	1	NA	0.025	0.990476190476191	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0133333333333333	NA	0.0313033033033033	NA	NA	0.00579710144927536	NA	0.0018018018018018	0.00392156862745098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00416666666666667	NA
chr1:6320381-6320402	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00980392156862745
chr18:35104660-35104680	NA	NA	NA	NA	NA	1	NA	1	1	0.333333333333333	NA	NA	0.976190476190476	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	0.037037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17:46691788-46691801	NA	NA	NA	1	0.25	NA	NA	0.5	NA	NA	NA	NA	1	1	1	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.534722222222222	1	0.5	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208019105077929
chr7:2672631-2672760	0.0125	NA	1	1	NA	NA	1	NA	NA	0.333333333333333	NA	NA	0.116666666666667	1	NA	NA	0.921428571428571	NA	NA	NA	0.116666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00526315789473684	NA	NA	NA	NA	NA	NA	NA	NA
chr16:54970445-54970503	NA	NA	1	0.06	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.324444444444444	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	0.0103114930182599
chr19:11849909-11850012	NA	NA	0.0552380952380952	NA	NA	0.108095238095238	0.606945646945647	NA	NA	NA	0.0111111111111111	NA	1	0.606945646945647	0.651158645276292	1	0.961111111111111	NA	NA	NA	NA	NA	0.754418130888719	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.00512820512820513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	0.00377358490566038	NA	NA	NA	NA	NA	NA	NA	NA
chr2:105459660-105459681	NA	NA	0.588680600445306	NA	0.572116772116772	0.572116772116772	0.572116772116772	0.401008289955658	0.404517061885483	0.572116772116772	1	NA	0.577244977244977	0.572116772116772	0.572116772116772	0.277229715817951	NA	1	1	NA	1	NA	0.572116772116772	NA	NA	NA	NA	NA	NA	NA	0.750476190476191	NA	0.25015873015873	NA	0.00512820512820513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00317460317460317	NA	0.00233918128654971
chr1:40367034-40367159	0.00333333333333333	NA	NA	0.942729862729863	NA	NA	NA	NA	1	1	1	NA	0.644979444360249	1	1	1	0.0341666666666667	NA	1	NA	0.0618492618492618	NA	0.938150738150738	NA	NA	NA	NA	NA	0.00416666666666667	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	0.00952380952380952	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00277777777777778	NA	0.00522284996861268
chr1:4954794-4954845	0.166666666666667	0.0555555555555556	0.888888888888889	NA	NA	0.533333333333333	1	1	NA	0.111111111111111	0.166666666666667	0.0666666666666667	NA	NA	NA	NA	0.444444444444444	NA	0.571428571428572	0.166666666666667	0.5	NA	NA	0.466666666666667	NA	0.277777777777778	NA	0.0833333333333333	0.5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	0.0476190476190476	NA	0.166666666666667	NA	NA	NA	NA	0.0246913580246914	0.159970674486804
chr5:172659760-172659765	0.0277777777777778	NA	NA	0.666666666666667	0.666666666666667	0.5	1	0.5	0.5	0.333333333333333	1	NA	0.5	NA	NA	1	0.5	NA	0.5	1	0.5	NA	0.5	NA	NA	NA	NA	NA	NA	NA	1	0.425925925925926	NA	0.138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333
chr5:92908827-92908852	NA	NA	NA	NA	1	0.666666666666667	NA	0.666666666666667	0.8	NA	1	NA	1	0.333333333333333	1	NA	0.554166666666667	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0777777777777778	0.20448264239973
chr7:64035492-64035515	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00641025641025641	NA
chr14:38725144-38725163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00709219858156028
chr12:48592310-48592496	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0266666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr16:29796674-29796709	NA	NA	NA	0.764444444444444	NA	1	NA	NA	NA	0.5	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0238095238095238	0.0142857142857143	NA	NA	NA	NA	NA	NA	0.02	1	NA	NA	0.186111111111111	NA	0.0111111111111111	NA	NA	NA	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0253071253071253
chr16:85644561-85644673	NA	NA	1	NA	NA	0.5	1	1	NA	0.568636363636364	0.494444444444444	NA	0.431363636363636	0.162142857142857	NA	NA	NA	1	0.5	0.85	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00434782608695652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00609756097560976
chr5:134376488-134376512	NA	NA	0.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	1	NA	0.333333333333333	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA
chr18:55095078-55095084	NA	NA	0.513888888888889	0.333333333333333	NA	1	NA	0.0277777777777778	0.666666666666667	0.513888888888889	NA	NA	0.5	NA	0.5	1	1	0.0555555555555556	1	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA
chr1:50886993-50886997	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:89922070-89922083	NA	NA	0.4	0.5	0.5	1	0.506666666666667	0.253333333333333	0.75	0.5	0.666666666666667	NA	1	0.666666666666667	0.666666666666667	0.5	0.5	0.666666666666667	0.75	NA	1	NA	1	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	0.796666666666667	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:154764112-154764132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0308641975308642	0.156470498005931
chr13:109149129-109149253	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.958333333333333	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00980392156862745	NA
chr5:72529431-72529499	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.358333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0244444444444444	NA	NA	NA	NA	NA	0.00416666666666667	NA	0.00229885057471264
chr17:73584217-73584243	NA	0.648730158730159	0.393054353054353	0.186666666666667	1	0.396084656084656	NA	NA	0.025	0.551151586368978	0.396084656084656	NA	1	1	0.00952380952380952	NA	NA	0.396084656084656	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.994871794871795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00606060606060606	NA	NA	NA	NA	NA	NA	NA	0.00277777777777778
chr6:170338695-170338704	NA	NA	0.425925925925926	1	0.5	0.333333333333333	0.5	0.666666666666667	0.527777777777778	0.622222222222222	NA	NA	0.5	0.5	0.5	NA	NA	1	0.5	1	1	NA	0.333333333333333	NA	0.0277777777777778	0.333333333333333	NA	NA	NA	0.0277777777777778	1	0.0555555555555556	1	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	0.0216351380734942
chr12:53085193-53085220	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr16:740531-740571	NA	NA	NA	0.988888888888889	NA	NA	NA	NA	NA	NA	NA	NA	0.740634920634921	NA	NA	1	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000813008130081301
chr12:54368547-54368600	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:45231890-45231948	NA	NA	0.0338624338624339	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.00392156862745098	NA	NA	NA	NA	NA	NA	1	0.0507936507936508	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00238095238095238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0433333333333333	NA	0.0387375844790385
chr7:156804175-156804202	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4:40057129-40057240	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0303030303030303	0.0198412698412698
chr15:45670318-45670358	NA	0.01	1	NA	1	1	1	NA	1	1	1	NA	NA	1	0.025	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005	NA	NA	NA	NA	NA	NA	NA	NA
chr2:73147431-73147443	NA	NA	NA	NA	NA	NA	NA	0.5	0.554166666666667	NA	NA	NA	NA	NA	1	0.423076923076923	0.958333333333333	NA	NA	1	NA	NA	0.488095238095238	NA	NA	NA	NA	NA	NA	NA	0.5	0.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0134680134680135
chr11:76750761-76750786	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.255661375661376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	NA	NA
chr2:86263258-86263367	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	0.0148514851485149
chr10:124899369-124899503	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.966666666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.833333333333333	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00909090909090909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3:195934334-195934360	NA	NA	1	1	NA	1	NA	1	1	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.00571428571428571	NA	0.00512820512820513	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA
chr2:47747991-47748037	NA	NA	0.215584415584416	0.815677655677656	NA	0.5	NA	0.458333333333333	0.868888888888889	0.833333333333333	1	0.0244444444444444	0.744338624338624	1	1	NA	1	1	0.74972582972583	NA	NA	NA	0.815677655677656	NA	NA	NA	NA	NA	NA	0.00666666666666667	1	NA	NA	NA	NA	0.037037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0757840982941428
chr6:37751705-37751720	NA	NA	NA	1	NA	0.277777777777778	NA	1	1	NA	1	NA	1	NA	0.0833333333333333	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00677966101694915
chr21:38081192-38081199	NA	NA	1	NA	NA	1	NA	NA	0.513888888888889	1	0.759259259259259	0.0238095238095238	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.6	1	1	NA	NA	NA	NA	NA	0.0694444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0045662100456621
chr6:1379737-1379749	NA	NA	0.380555555555556	NA	NA	NA	NA	NA	1	0.5	1	NA	NA	NA	1	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16198275862069
chr5:72732277-72732377	NA	NA	1	NA	NA	1	NA	1	1	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0833333333333333	NA	0.177777777777778	0.5	0.983333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	0.0222222222222222	0.0522875816993464
chr21:34443686-34443722	NA	0.00888888888888889	NA	1	NA	0.333333333333333	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	0.0277777777777778	0.00588235294117647
chr1:67218079-67218103	NA	NA	NA	NA	NA	NA	0.166666666666667	1	0.111111111111111	0.0833333333333333	NA	NA	0.5	0.555555555555555	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	0.933333333333333	NA	NA	NA	NA	NA	NA	NA	0.588888888888889	0.822222222222222	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10:123923891-123923944	NA	NA	1	1	NA	NA	0.976190476190476	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA	0.00833333333333333	NA	0.166666666666667	NA	NA	NA	NA	NA	1	NA	0.0685714285714286	NA	0.358333333333333	0.116666666666667	NA	NA	0.025	0.0583333333333333	NA	NA	NA	0.0142857142857143	NA	NA	0.0485714285714286	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA
chr6:50682433-50682450	NA	NA	0.5	NA	NA	0.5	NA	NA	0.5	0.37037037037037	NA	NA	1	1	1	NA	1	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	0.527777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.018452380952381
chr8:67782942-67783105	NA	0.00476190476190476	0.419456026429711	0.538582659908069	NA	NA	NA	0.895555555555556	0.0799439775910364	0.0895833333333333	0.00476190476190476	NA	0.0295279260954318	NA	0.49749674886517	0.222857142857143	NA	NA	0.942729862729863	NA	1	NA	0.0529157117392412	NA	NA	NA	NA	NA	NA	NA	NA	0.607541931752458	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00185185185185185	NA	NA	NA	NA	0.00303030303030303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00106382978723404
chr2:131720997-131721009	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.958333333333333	NA	NA	NA	NA	NA	0.527777777777778	NA	1	NA	0.666666666666667	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.00925925925925926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4:8965357-8965388	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	0.0666666666666667
chr19:9473867-9473899	NA	NA	0.279067969067969	0.00833333333333333	NA	0.263068783068783	NA	1	NA	NA	NA	NA	NA	NA	0.581818181818182	NA	NA	0.5	NA	1	NA	0.00350877192982456	NA	0.00476190476190476	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	0.656666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00253164556962025
chr9:34989240-34989359	NA	NA	0.0555555555555556	0.718617216117216	NA	0.986096256684492	NA	NA	1	NA	NA	NA	1	0.222222222222222	NA	1	NA	NA	NA	0.880555555555556	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00444444444444444	0.00185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6:108486114-108486152	NA	NA	NA	NA	NA	0.177777777777778	NA	1	NA	1	NA	NA	NA	NA	0.15	NA	NA	NA	NA	1	NA	NA	NA	0.232407407407407	NA	0.0185185185185185	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037037037037037
chr8:145747843-145747895	NA	NA	NA	1	0.0523809523809524	NA	NA	NA	0.444934324934325	0.5	NA	NA	0.444934324934325	NA	NA	1	1	0.444934324934325	NA	NA	NA	NA	1	0.138730158730159	NA	NA	NA	NA	NA	NA	0.626003305260271	NA	0.401309523809524	NA	0.00416666666666667	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	0.00416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.0132764990053993
